filename,species_code
2460248.184345_Tautenburg___5457-8256kHz___10-11.9s___re.wav,re
2459907.258579_Tautenburg___5859-8275kHz___10-11.3s___re.wav,re
2460027.527478_Tautenburg___4712-8235kHz___10-12s___re.wav,re
2460023.544758_Tautenburg___5577-8557kHz___10-12.1s___re.wav,re
2460248.486208_Tautenburg___5577-8275kHz___10-11.4s___re.wav,re
2460033.514504_Tautenburg___5517-8940kHz___10-12.1s___re.wav,re
2460248.184363_Tautenburg___6303-9222kHz___10-11.1s___re.wav,re
2460268.758386_Tautenburg___5457-7954kHz___10-11.6s___re.wav,re
2459895.167554_Tautenburg___5759-8638kHz___10-11.1s___re.wav,re
2460022.681911_Tautenburg___5255-9181kHz___10-12.1s___re.wav,re
2460270.269870_Tautenburg___5899-8859kHz___10-11.3s___re.wav,re
2460046.434388_Tautenburg___5235-8779kHz___10-11.7s___re.wav,re
2460390.611612_Tautenburg___5689-8408kHz___10-11.1s___re.wav,re
2460265.263464_Tautenburg___6463-8235kHz___10-11.1s___re.wav,re
2459869.373400_Tautenburg___6262-8275kHz___10-11.2s___re.wav,re
2460272.758952_Tautenburg___5900-8356kHz___10-11.3s___re.wav,re
2460243.265261_Tautenburg___5759-9222kHz___10-11.3s___re.wav,re
2460028.456290_Tautenburg___5075-8578kHz___10-11.7s___re.wav,re
2459865.498376_Tautenburg___5759-7994kHz___10-11.3s___re.wav,re
2460390.621439_Tautenburg___5165-8708kHz___10-11.4s___re.wav,re
2460255.161594_Tautenburg___6564-9645kHz___10-11.5s___re.wav,re
2460245.322205_Tautenburg___5919-9221kHz___10-11.3s___re.wav,re
2460389.245981_Tautenburg___5838-8333kHz___10-17s___re.wav,re
2460248.721733_Tautenburg___5618-8437kHz___10-11.9s___re.wav,re
2460248.402198_Tautenburg___5538-9021kHz___10-13.4s___re.wav,re
2459897.168794_Tautenburg___6202-9403kHz___10-11.5s___re.wav,re
2459896.454809_Tautenburg___5457-9242kHz___10-12s___re.wav,re
2460023.367790_Tautenburg___5155-8638kHz___10-11.7s___re.wav,re
2460274.387583_Tautenburg___5819-8296kHz___10-11.3s___re.wav,re
2460250.707428_Tautenburg___6242-8457kHz___10-11.2s___re.wav,re
2459654.358820_Tautenburg___5537-8215kHz___10-11.5s___re.wav,re
2460234.387673_Tautenburg___5497-8638kHz___10-11.8s___re.wav,re
2460267.207206_Tautenburg___5537-8618kHz___10-11.6s___re.wav,re
2460249.437535_Tautenburg___6241-8899kHz___10-12.2s___re.wav,re
2460259.165846_Tautenburg___6181-8859kHz___10-11.4s___re.wav,re
2460248.184382_Tautenburg___5497-8779kHz___10-12.1s___re.wav,re
2459895.470426_Tautenburg___5597-8597kHz___10-11.4s___re.wav,re
2460383.493330_Tautenburg___5114-8482kHz___10-12.1s___re.wav,re
2460241.714314_Tautenburg___5195-8477kHz___10-11.7s___re.wav,re
2460414.580404_Tautenburg___5175-8235kHz___10-11.6s___re.wav,re
2460390.484346_Tautenburg___5439-8034kHz___10-11.5s___re.wav,re
2460248.241111_Tautenburg___5255-8919kHz___10-11.4s___re.wav,re
2460392.255340_Tautenburg___5639-8782kHz___10-11.5s___re.wav,re
2460234.630262_Tautenburg___4551-7913kHz___10-11.7s___re.wav,re
2459870.580009_Tautenburg___5960-8618kHz___10-11.2s___re.wav,re
2459895.169865_Tautenburg___5235-8678kHz___10-11.7s___re.wav,re
2459894.405845_Tautenburg___5859-8899kHz___10-11.5s___re.wav,re
2459655.260812_Tautenburg___5738-9342kHz___10-11.7s___re.wav,re
2460264.226461_Tautenburg___5598-9121kHz___10-11.9s___re.wav,re
2460261.446466_Tautenburg___5981-8880kHz___10-11.7s___re.wav,re
2460261.396867_Tautenburg___5417-8558kHz___10-11.6s___re.wav,re
2460392.255539_Tautenburg___5564-8583kHz___10-12s___re.wav,re
2460234.502990_Tautenburg___5396-8034kHz___10-11.4s___re.wav,re
2460264.167614_Tautenburg___6182-9303kHz___10-11.8s___re.wav,re
2460243.717915_Tautenburg___5436-8456kHz___10-11.5s___re.wav,re
2459872.198460_Tautenburg___6000-8376kHz___10-11.2s___re.wav,re
2460257.166706_Tautenburg___5497-8859kHz___10-18.2s___re.wav,re
2460262.443631_Tautenburg___5316-8719kHz___10-11.8s___re.wav,re
2460259.168547_Tautenburg___5859-8859kHz___10-11.3s___re.wav,re
2460266.360097_Tautenburg___5476-9342kHz___10-12s___re.wav,re
2460384.367345_Tautenburg___5489-8208kHz___10-11.6s___re.wav,re
2460257.732923_Tautenburg___5537-9423kHz___10-12.3s___re.wav,re
2460259.732167_Tautenburg___5094-8537kHz___10-13.1s___re.wav,re
2459864.505795_Tautenburg___5879-8577kHz___10-11.1s___re.wav,re
2460252.472648_Tautenburg___5034-8719kHz___10-11.9s___re.wav,re
2460248.466594_Tautenburg___6181-8658kHz___10-11.1s___re.wav,re
2460234.692497_Tautenburg___6101-8960kHz___10-12.1s___re.wav,re
2459894.405614_Tautenburg___5638-9302kHz___10-11.1s___re.wav,re
2460236.345761_Tautenburg___5155-8558kHz___10-11.7s___re.wav,re
2460255.732176_Tautenburg___5658-8920kHz___10-11.5s___re.wav,re
2460250.564644_Tautenburg___5135-8618kHz___10-11.5s___re.wav,re
2459657.397126_Tautenburg___4852-8114kHz___10-11.8s___re.wav,re
2460255.161352_Tautenburg___5980-9423kHz___10-19.1s___re.wav,re
2460240.451108_Tautenburg___5597-9201kHz___10-11.5s___re.wav,re
2460249.593879_Tautenburg___6201-8597kHz___10-11.5s___re.wav,re
2460255.740557_Tautenburg___5134-9302kHz___10-11.7s___re.wav,re
2460029.571292_Tautenburg___5618-9323kHz___10-11.9s___re.wav,re
2459863.476527_Tautenburg___5497-8517kHz___10-11.1s___re.wav,re
2460234.413756_Tautenburg___5457-8316kHz___10-11.7s___re.wav,re
2460223.621664_Tautenburg___5638-9101kHz___10-11.8s___re.wav,re
2459656.572345_Tautenburg___5859-8295kHz___10-11.5s___re.wav,re
2459684.520424_Tautenburg___5396-8376kHz___10-11.7s___re.wav,re
2460023.539828_Tautenburg___5094-8940kHz___10-12.2s___re.wav,re
2460259.166451_Tautenburg___5899-8315kHz___10-11.6s___re.wav,re
2460243.727279_Tautenburg___5416-8778kHz___10-11.3s___re.wav,re
2460248.398131_Tautenburg___6262-8759kHz___10-11.8s___re.wav,re
2460259.167717_Tautenburg___5658-8416kHz___10-13.2s___re.wav,re
2460248.251009_Tautenburg___5457-8860kHz___10-11.1s___re.wav,re
2460255.740245_Tautenburg___4933-8980kHz___10-11.7s___re.wav,re
2459907.167660_Tautenburg___4410-9363kHz___10-28.5s___re.wav,re
2460028.265357_Tautenburg___5356-8477kHz___10-12.4s___re.wav,re
2459895.403355_Tautenburg___5577-8859kHz___10-11.3s___re.wav,re
2460247.691095_Tautenburg___5558-9363kHz___10-11.7s___re.wav,re
2460252.726328_Tautenburg___5698-8698kHz___10-11.4s___re.wav,re
2459870.421823_Tautenburg___5678-8537kHz___10-11.6s___re.wav,re
2460234.650161_Tautenburg___5658-8799kHz___10-11.9s___re.wav,re
2460234.692604_Tautenburg___5256-8155kHz___10-11.9s___re.wav,re
2460260.738021_Tautenburg___5597-9825kHz___10-15.5s___re.wav,re
2459665.322360_Tautenburg___5336-8799kHz___10-11.5s___re.wav,re
2460389.246074_Tautenburg___6187-8757kHz___10-10.9s___re.wav,re
2460270.219876_Tautenburg___6081-8799kHz___10-11.1s___re.wav,re
2460261.538580_Tautenburg___5456-9362kHz___10-11.6s___re.wav,re
2459872.572345_Tautenburg___5396-7611kHz___10-11.1s___re.wav,re
2460248.724802_Tautenburg___6383-9202kHz___10-11.3s___re.wav,re
2459655.361866_Tautenburg___5114-8356kHz___10-13s___re.wav,re
2460028.399702_Tautenburg___5779-8558kHz___10-11.7s___re.wav,re
2460241.356695_Tautenburg___5880-8477kHz___10-11.5s___re.wav,re
2459864.572704_Tautenburg___5617-8899kHz___10-11.2s___re.wav,re
2460243.724723_Tautenburg___5417-8256kHz___10-11.5s___re.wav,re
2460243.357115_Tautenburg___5396-8698kHz___10-11.4s___re.wav,re
2460263.649839_Tautenburg___5135-8296kHz___10-11.7s___re.wav,re
2460022.546124_Tautenburg___5537-9584kHz___10-11.6s___re.wav,re
2459908.275318_Tautenburg___6262-8618kHz___10-11.4s___re.wav,re
2460259.193132_Tautenburg___6282-8980kHz___10-11.5s___re.wav,re
2460392.255424_Tautenburg___5764-8533kHz___10-11.6s___re.wav,re
2460250.288389_Tautenburg___6181-8919kHz___10-11.3s___re.wav,re
2460251.713906_Tautenburg___6262-8879kHz___10-11.8s___re.wav,re
2459908.719343_Tautenburg___5719-8840kHz___10-11.4s___re.wav,re
2459865.274908_Tautenburg___5436-8114kHz___10-11.5s___re.wav,re
2460033.667182_Tautenburg___5296-8175kHz___10-11.6s___re.wav,re
2460244.320248_Tautenburg___5557-8879kHz___10-11.4s___re.wav,re
2460263.649726_Tautenburg___5397-8900kHz___10-14.6s___re.wav,re
2460248.375026_Tautenburg___5497-9161kHz___10-11.9s___re.wav,re
2460234.669587_Tautenburg___5194-8154kHz___10-11.6s___re.wav,re
2459897.308352_Tautenburg___5839-8779kHz___10-11.3s___re.wav,re
2459899.741457_Tautenburg___5799-8175kHz___10-11.7s___re.wav,re
2460244.302633_Tautenburg___4974-9685kHz___10-12s___re.wav,re
2460248.412980_Tautenburg___5759-8296kHz___10-13.5s___re.wav,re
2460244.466650_Tautenburg___5235-8577kHz___10-11.7s___re.wav,re
2460027.657128_Tautenburg___5115-8014kHz___10-11.7s___re.wav,re
2460246.725710_Tautenburg___5940-8920kHz___10-11.4s___re.wav,re
2459896.421611_Tautenburg___5778-8436kHz___10-11.4s___re.wav,re
2460244.414189_Tautenburg___5718-8497kHz___10-11.7s___re.wav,re
2460255.732382_Tautenburg___6041-9122kHz___10-11.1s___re.wav,re
2460243.313908_Tautenburg___4772-8376kHz___10-11.5s___re.wav,re
2460265.630887_Tautenburg___5477-8880kHz___10-12s___re.wav,re
2460271.242046_Tautenburg___5034-8477kHz___10-11.6s___re.wav,re
2459897.168552_Tautenburg___5839-9564kHz___10-11.8s___re.wav,re
2460225.697207_Tautenburg___4994-8215kHz___10-11.5s___re.wav,re
2460384.476861_Tautenburg___5688-8008kHz___10-11s___re.wav,re
2460243.340744_Tautenburg___5014-9282kHz___10-11.7s___re.wav,re
2460244.515664_Tautenburg___5981-9504kHz___10-11.7s___re.wav,re
2460048.382970_Tautenburg___5437-8960kHz___10-11.7s___re.wav,re
2460241.425650_Tautenburg___4933-8859kHz___10-11.5s___re.wav,re
2460025.393408_Tautenburg___5356-7953kHz___10-11.6s___re.wav,re
2460243.360322_Tautenburg___5497-8920kHz___10-11.5s___re.wav,re
2460234.705035_Tautenburg___6040-8738kHz___10-11.3s___re.wav,re
2459665.265764_Tautenburg___4732-8115kHz___10-11.5s___re.wav,re
2460259.165558_Tautenburg___6141-9161kHz___10-13.4s___re.wav,re
2459872.468143_Tautenburg___5598-8054kHz___10-11.2s___re.wav,re
2459907.167666_Tautenburg___5618-8719kHz___10-11.8s___re.wav,re
2459684.449271_Tautenburg___5034-7893kHz___10-11.3s___re.wav,re
2460027.255326_Tautenburg___4913-9564kHz___10-13.6s___re.wav,re
2460259.732185_Tautenburg___5658-8155kHz___10-11.4s___re.wav,re
2460271.251039_Tautenburg___5779-8618kHz___10-12s___re.wav,re
2460268.358408_Tautenburg___6142-9061kHz___10-11.5s___re.wav,re
2460044.444642_Tautenburg___5356-8839kHz___10-11.3s___re.wav,re
2460025.675216_Tautenburg___5336-8477kHz___10-11.6s___re.wav,re
2460250.357603_Tautenburg___5840-8135kHz___10-11.6s___re.wav,re
2460410.433943_Tautenburg___4671-8819kHz___10-11.4s___re.wav,re
2459872.616007_Tautenburg___6081-8296kHz___10-10.9s___re.wav,re
2460029.276674_Tautenburg___5094-9020kHz___10-11.5s___re.wav,re
2460241.275310_Tautenburg___5477-8517kHz___10-11.3s___re.wav,re
2460259.166779_Tautenburg___6000-9725kHz___10-11.3s___re.wav,re
2460244.414528_Tautenburg___5436-8416kHz___10-11.5s___re.wav,re
2460244.319024_Tautenburg___5396-9906kHz___10-12s___re.wav,re
2460392.255880_Tautenburg___6237-8607kHz___10-11.1s___re.wav,re
2459896.466361_Tautenburg___5315-8315kHz___10-11.4s___re.wav,re
2460024.456400_Tautenburg___5658-8577kHz___10-12s___re.wav,re
2460239.719309_Tautenburg___5597-9181kHz___10-11.8s___re.wav,re
2459679.525554_Tautenburg___5537-8879kHz___10-11.7s___re.wav,re
2460234.538262_Tautenburg___4691-9241kHz___10-18s___re.wav,re
2460027.680856_Tautenburg___5477-9141kHz___10-11.2s___re.wav,re
2460261.454485_Tautenburg___4994-8679kHz___10-11.1s___re.wav,re
2459872.460574_Tautenburg___5819-8195kHz___10-11.2s___re.wav,re
2459869.373610_Tautenburg___5637-8275kHz___10-11s___re.wav,re
2460264.751670_Tautenburg___5658-8155kHz___10-11.3s___re.wav,re
2460270.749918_Tautenburg___5919-9483kHz___10-11.4s___re.wav,re
2460248.364023_Tautenburg___6001-8598kHz___10-12s___re.wav,re
2460267.758202_Tautenburg___6423-9302kHz___10-11.4s___re.wav,re
2460259.732018_Tautenburg___5779-9504kHz___10-13s___re.wav,re
2460234.405294_Tautenburg___6020-8980kHz___10-11.6s___re.wav,re
2459907.167965_Tautenburg___5658-8477kHz___10-11.7s___re.wav,re
2460259.732711_Tautenburg___5920-9041kHz___10-11.3s___re.wav,re
2460389.245899_Tautenburg___5190-8209kHz___10-13s___re.wav,re
2460384.520794_Tautenburg___5164-8482kHz___10-11.5s___re.wav,re
2460268.758413_Tautenburg___5517-8577kHz___10-11.7s___re.wav,re
2459686.434100_Tautenburg___5235-8356kHz___10-11.6s___re.wav,re
2460268.225101_Tautenburg___5678-8316kHz___10-11.4s___re.wav,re
2460248.710974_Tautenburg___6765-8839kHz___10-11.1s___re.wav,re
2460274.348794_Tautenburg___5899-8275kHz___10-11.3s___re.wav,re
2460022.681392_Tautenburg___4651-9121kHz___10-20.7s___re.wav,re
2460022.598403_Tautenburg___5074-8678kHz___10-11.7s___re.wav,re
2460268.307498_Tautenburg___6323-9202kHz___10-11.6s___re.wav,re
2459900.747041_Tautenburg___6041-8558kHz___10-11.4s___b..wav,b
2460252.170366_Tautenburg___5517-9000kHz___10-11.3s___b..wav,b
2460259.165774_Tautenburg___5839-9584kHz___10-11.2s___b..wav,b
2460256.168368_Tautenburg___6202-9303kHz___10-11.2s___b..wav,b
2459834.605677_Tautenburg___6181-9845kHz___10-11.4s___r..wav,r
2459852.681103_Tautenburg___1531-5598kHz___12.5-17.5s___s.wav,s
2460269.162720_Tautenburg___5919-9523kHz___10-11.3s___b..wav,b
2460262.743758_Tautenburg___5417-9182kHz___10-11.4s___b..wav,b
2459834.428423_Tautenburg___564-4953kHz___10-11.4s___h..wav,h
2460267.758583_Tautenburg___5335-8597kHz___10-11.3s___b..wav,b
2460215.687481_Tautenburg___5437-8820kHz___10-11.3s___b..wav,b
2460275.759069_Tautenburg___6141-8920kHz___10-11.2s___b..wav,b
2460249.417601_Tautenburg___5880-8377kHz___10-11.4s___b..wav,b
2460251.729343_Tautenburg___5939-8879kHz___10-11.3s___b..wav,b
2460247.727400_Tautenburg___6081-9504kHz___10-11.4s___b..wav,b
2460269.157686_Tautenburg___5678-8738kHz___10-11.3s___b..wav,b
2459893.303024_Tautenburg___5618-8497kHz___10-11.3s___b..wav,b
2460253.731114_Tautenburg___6342-9362kHz___10-11.4s___b..wav,b
2460253.156472_Tautenburg___6303-9524kHz___10-11.4s___b..wav,b
2460190.665307_Tautenburg___4088-7491kHz___10-11.4s___tp.wav,tp
2460252.163963_Tautenburg___6161-9886kHz___10-11.3s___b..wav,b
2459628.730790_Tautenburg___2211-5598kHz___10-11.4s___s..wav,s
2460264.156942_Tautenburg___5960-9624kHz___10-11.4s___b..wav,b
2460273.753682_Tautenburg___5920-9544kHz___10-11.4s___b..wav,b
2460269.162806_Tautenburg___5517-9866kHz___10-11.4s___b..wav,b
2459862.572316_Tautenburg___6222-9081kHz___10-10.6s___b..wav,b
2460190.603130_Tautenburg___483-8235kHz___30-41.6s___to.wav,to
2460190.603130_Tautenburg___483-8235kHz___10-46.6s___to.wav,to
2460180.616027_Tautenburg___383-9766kHz___9.0-16.3s___to.wav,to
2460180.616027_Tautenburg___383-9766kHz___30-36.3s___to.wav,to
2460180.616027_Tautenburg___383-9766kHz___32.0-36.3s___to.wav,to
2460180.616027_Tautenburg___383-9766kHz___10-46.3s___to.wav,to
2460219.444099_Tautenburg___342-5376kHz___20-29.7s___to.wav,to
2460219.444099_Tautenburg___342-5376kHz___10-15.7s___to.wav,to
2460219.444099_Tautenburg___342-5376kHz___10-19.7s___to.wav,to
2460219.444099_Tautenburg___342-5376kHz___10-45.7s___to.wav,to
2460234.233149_Tautenburg___162-6927kHz___65-71s___to.wav,to
2460234.233149_Tautenburg___162-6927kHz___45-51s___to.wav,to
2460234.233149_Tautenburg___162-6927kHz___35.5-41s___to.wav,to
2460234.233149_Tautenburg___162-6927kHz___35.5-71.1s___to.wav,to
2460234.233149_Tautenburg___162-6927kHz___65.0-75s___to.wav,to
2460234.233149_Tautenburg___162-6927kHz___3.0-12.5s___to.wav,to
2460234.233149_Tautenburg___162-6927kHz___0.0-35.5s___to.wav,to
2460198.372950_Tautenburg___564-8336kHz___85.0-111.5s___to.wav,to
2460198.372950_Tautenburg___564-8336kHz___115.0-127.5s___to.wav,to
2460198.372950_Tautenburg___564-8336kHz___85.0-127.5s___to.wav,to
2460198.295682_Tautenburg___363-5638kHz___22.0-37s___to.wav,to
2460198.295682_Tautenburg___363-5638kHz___0.0-40.7s___to.wav,to
2460172.341674_Tautenburg___282-2316kHz___0.0-57.3s___to.wav,to
2460188.492405_Tautenburg___564-8316kHz___0.0-36.9s___to.wav,to
2460172.569186_Tautenburg___322-4309kHz___0.0-46.4s___to.wav,to
2460191.662250_Tautenburg___403-4953kHz___77.9-91s___to.wav,to
2460191.662250_Tautenburg___403-4953kHz___47.9-95.7s___to.wav,to
2460195.517745_Tautenburg___362-3302kHz___21.0-29.0s___to.wav,to
2460195.517745_Tautenburg___362-3302kHz___12.0-19.0s___to.wav,to
2460195.517745_Tautenburg___362-3302kHz___23.0-32.0s___to.wav,to
2460193.571605_Tautenburg___403-10088kHz___32.0-43.9s___to.wav,to
2460193.571605_Tautenburg___403-10088kHz___23.0-34.9s___to.wav,to
2460193.571605_Tautenburg___403-10088kHz___10-49.9s___to.wav,to
2460188.492405_Tautenburg___564-8316kHz___66.9-77s___to.wav,to
2460188.492405_Tautenburg___564-8316kHz___56.9-74s___to.wav,to
2460188.492405_Tautenburg___564-8316kHz___36.9-73.7s___to.wav,to
2460177.611945_Tautenburg___684-10248kHz___90.4-108s___to.wav,to
2460177.611945_Tautenburg___684-10248kHz___100.4-108s___to.wav,to
2460177.611945_Tautenburg___684-10248kHz___50.4-100.8s___to.wav,to
2460195.517745_Tautenburg___362-3302kHz___0.0-49.0s___to.wav,to
2460211.635080_Tautenburg___866-9806kHz___20.0-32.0s___to.wav,to
2460211.635080_Tautenburg___866-9806kHz___21.0-36.0s___to.wav,to
2460211.635080_Tautenburg___866-9806kHz___32.0-40.9s___to.wav,to
2460211.635080_Tautenburg___866-9806kHz___36.0-40.3s___to.wav,to
2460211.635080_Tautenburg___866-9806kHz___0.0-40.0s___to.wav,to
2460177.611945_Tautenburg___684-10248kHz___140.8-152s___to.wav,to
2460177.611945_Tautenburg___684-10248kHz___148-152s___to.wav,to
2460177.611945_Tautenburg___684-10248kHz___100.8-151.2s___to.wav,to
2460235.529084_Tautenburg___222-4853kHz___50-61.5s___to.wav,to
2460235.529084_Tautenburg___222-4853kHz___10-61.5s___to.wav,to
2460212.590330_Tautenburg___423-7812kHz___151.0-165.3s___to.wav,to
2460212.590330_Tautenburg___423-7812kHz___132.0-145.0s___to.wav,to
2460212.590330_Tautenburg___423-7812kHz___118.0-125.0s___to.wav,to
2460212.590330_Tautenburg___423-7812kHz___140.0-148.0s___to.wav,to
2460212.590330_Tautenburg___423-7812kHz___90.0-99.0s___to.wav,to
2460212.590330_Tautenburg___423-7812kHz___110.0-165.0s___to.wav,to
2460197.657947_Tautenburg___262-9302kHz___50-61.3s___to.wav,to
2460197.657947_Tautenburg___262-9302kHz___55.0-63s___to.wav,to
2460197.657947_Tautenburg___262-9302kHz___10-66.3s___to.wav,to
2460198.295682_Tautenburg___363-5638kHz___81.5-122.2s___to.wav,to
2460213.642435_Tautenburg___504-7168kHz___10-65.6s___to.wav,to
2460211.402853_Tautenburg___665-9282kHz___10-54.1s___to.wav,to
2460222.565793_Tautenburg___20-9705kHz___10-48.9s___to.wav,to
2460183.422438_Tautenburg___483-9503kHz___10-48.2s___to.wav,to
2460234.349306_Tautenburg___222-6343kHz___10-53s___to.wav,to
2460261.320381_Tautenburg___423-9463kHz___10-58.1s___to.wav,to
2460256.449259_Tautenburg___745-8879kHz___10-61.6s___to.wav,to
2460027.467933_Tautenburg___6826-6826kHz___0-60s___background.wav,background
2460244.302633_Tautenburg___4974-9685kHz___0-60s___background.wav,background
2459678.651316_Tautenburg___5316-10027kHz___0-60s___background.wav,background
2459895.576143_Tautenburg___6060-8416kHz___0-60s___background.wav,background
2459847.504579_Tautenburg___6302-9725kHz___0-60s___background.wav,background
2459850.523965_Tautenburg___5940-9343kHz___0-60s___background.wav,background
2459865.340748_Tautenburg___6645-10068kHz___0-60s___background.wav,background
2460256.525656_Tautenburg___685-10370kHz___10-54.1s___to.wav,to
2460025.512162_Tautenburg___503-2235kHz___0-60s___background.wav,background
2459845.459093_Tautenburg___5799-9383kHz___0-60s___background.wav,background
2459865.483591_Tautenburg___6020-8960kHz___0-60s___background.wav,background
2459862.539399_Tautenburg___6423-10691kHz___0-60s___background.wav,background
2460370.387075_Tautenburg___503-3161kHz___0-60s___background.wav,background
2459863.665116_Tautenburg___6423-9584kHz___0-60s___background.wav,background
2459844.678757_Tautenburg___6181-9201kHz___0-60s___background.wav,background
2460242.638337_Tautenburg___5195-9584kHz___0-60s___background.wav,background
2459862.274343_Tautenburg___6846-10531kHz___0-60s___background.wav,background
2459857.338277_Tautenburg___6483-9765kHz___0-60s___background.wav,background
2459836.638772_Tautenburg___6202-10269kHz___0-60s___background.wav,background
2459862.397315_Tautenburg___5980-9262kHz___0-60s___background.wav,background
2460192.639274_Tautenburg___5779-9826kHz___0-60s___background.wav,background
2459862.456391_Tautenburg___6664-10872kHz___0-60s___background.wav,background
2460022.681911_Tautenburg___5255-9181kHz___0-60s___background.wav,background
2459653.560470_Tautenburg___5497-8034kHz___0-60s___background.wav,background
2460259.156892_Tautenburg___6282-10228kHz___0-60s___background.wav,background
2459864.553271_Tautenburg___5699-9766kHz___0-60s___background.wav,background
2459872.428808_Tautenburg___5416-8356kHz___0-60s___background.wav,background
2460376.279480_Tautenburg___523-4711kHz___0-60s___background.wav,background
2459896.466361_Tautenburg___5315-8315kHz___0-60s___background.wav,background
2459862.513076_Tautenburg___6564-9604kHz___0-60s___background.wav,background
2460251.530387_Tautenburg___4933-8215kHz___0-60s___background.wav,background
2460186.642022_Tautenburg___6443-10168kHz___0-60s___background.wav,background
2460227.499211_Tautenburg___5678-9866kHz___0-60s___background.wav,background
2459872.515645_Tautenburg___5577-10127kHz___0-60s___background.wav,background
2460226.380069_Tautenburg___6382-10530kHz___0-60s___background.wav,background
2460214.507301_Tautenburg___5879-10349kHz___0-60s___background.wav,background
2459853.240132_Tautenburg___6303-9786kHz___0-60s___background.wav,background
2459651.697957_Tautenburg___5316-9343kHz___0-60s___background.wav,background
2459847.567372_Tautenburg___4672-8195kHz___0-60s___background.wav,background
2460234.603311_Tautenburg___5819-9947kHz___0-60s___background.wav,background
2459680.592993_Tautenburg___5296-8497kHz___0-60s___background.wav,background
2460261.413924_Tautenburg___5718-10188kHz___0-60s___background.wav,background
2459834.642082_Tautenburg___6222-9443kHz___0-60s___background.wav,background
2460023.539828_Tautenburg___5094-8940kHz___0-60s___background.wav,background
2459897.371090_Tautenburg___5919-8597kHz___0-60s___background.wav,background
2460234.503023_Tautenburg___7007-9484kHz___0-60s___background.wav,background
2459847.543549_Tautenburg___6061-8980kHz___0-60s___background.wav,background
2460226.507328_Tautenburg___5215-10692kHz___0-60s___background.wav,background
2459870.530775_Tautenburg___6061-9544kHz___0-60s___background.wav,background
2459863.555043_Tautenburg___6202-9001kHz___0-60s___background.wav,background
2459862.339782_Tautenburg___6503-9805kHz___0-60s___background.wav,background
2459828.665978_Tautenburg___5235-10611kHz___0-60s___background.wav,background
2460203.619056_Tautenburg___6605-11014kHz___0-60s___background.wav,background
2459862.669853_Tautenburg___6383-11336kHz___0-60s___background.wav,background
2460226.426738_Tautenburg___6001-10108kHz___0-60s___background.wav,background
2460259.165887_Tautenburg___5920-9363kHz___0-60s___background.wav,background
2459862.418117_Tautenburg___6644-9684kHz___0-60s___background.wav,background
2460252.726255_Tautenburg___6040-9342kHz___0-60s___background.wav,background
2460261.413490_Tautenburg___5980-8759kHz___0-60s___background.wav,background
2460237.266464_Tautenburg___5718-8476kHz___0-60s___background.wav,background
2459896.684465_Tautenburg___6202-9081kHz___0-60s___background.wav,background
2460228.703584_Tautenburg___6584-10893kHz___0-60s___background.wav,background
2460256.739879_Tautenburg___5215-9765kHz___0-60s___background.wav,background
2460029.509178_Tautenburg___5799-8316kHz___0-60s___background.wav,background
2460233.699319_Tautenburg___6041-10712kHz___0-60s___background.wav,background
2460022.322323_Tautenburg___826-3745kHz___0-60s___background.wav,background
2460375.550834_Tautenburg___1168-4329kHz___0-60s___background.wav,background
2459654.358820_Tautenburg___5537-8215kHz___0-60s___background.wav,background
2459847.567147_Tautenburg___4571-7692kHz___0-60s___background.wav,background
2459862.404970_Tautenburg___5578-10249kHz___0-60s___background.wav,background
2460243.726444_Tautenburg___5678-8738kHz___0-60s___background.wav,background
2460248.367206_Tautenburg___5174-9020kHz___0-60s___background.wav,background
2460250.726788_Tautenburg___1933-5295kHz___0-60s___background.wav,background
2459870.369745_Tautenburg___5617-8597kHz___0-60s___background.wav,background
2460230.671172_Tautenburg___6242-9765kHz___0-60s___background.wav,background
2459865.519885_Tautenburg___5920-8839kHz___0-60s___background.wav,background
2460250.638379_Tautenburg___5517-8094kHz___0-60s___background.wav,background
2459872.691937_Tautenburg___7168-10249kHz___0-60s___background.wav,background
2460244.558170_Tautenburg___6141-9967kHz___0-60s___background.wav,background
2459872.558119_Tautenburg___6182-9101kHz___0-60s___background.wav,background
2460212.277326_Tautenburg___6242-9745kHz___0-60s___background.wav,background
2460250.727859_Tautenburg___6121-9202kHz___0-60s___background.wav,background
2460024.682710_Tautenburg___5295-8637kHz___0-60s___background.wav,background
2459860.319528_Tautenburg___7027-10269kHz___0-60s___background.wav,background
2460212.673789_Tautenburg___6303-9504kHz___0-60s___background.wav,background
2460234.705584_Tautenburg___1933-4369kHz___0-60s___background.wav,background
2460268.756871_Tautenburg___5981-9786kHz___0-60s___background.wav,background
2460190.274022_Tautenburg___463-8013kHz___0-60s___background.wav,background
2459895.167688_Tautenburg___5255-9383kHz___0-60s___background.wav,background
2460029.571672_Tautenburg___6181-9825kHz___0-60s___background.wav,background
2459835.653203_Tautenburg___4188-7772kHz___0-60s___background.wav,background
2459862.394841_Tautenburg___6484-9303kHz___0-60s___background.wav,background
2460253.589166_Tautenburg___5799-8235kHz___0-60s___background.wav,background
2459654.358664_Tautenburg___5940-8739kHz___0-60s___background.wav,background
2459626.192622_Tautenburg___6589-9171kHz___0-60s___background.wav,background
2460274.756239_Tautenburg___5920-8537kHz___0-60s___background.wav,background
2460268.756696_Tautenburg___5638-9121kHz___0-60s___background.wav,background
