filename,Species Name English,low_freq,high_freq,start,end,year,month,day,part_of_day,hour,season,spectrogram
2459657.408235_Tautenburg___6000-8658kHz___10-11.5s___re,"'Redwing',",6000,8658,10,11.5,2022,3,18,Night,21,Spring,"[[-22.126848 -15.400694 -23.306948 ...   0.         0.         0.      ]
 [-24.558863 -17.587185 -11.214506 ...   0.         0.         0.      ]
 [-13.245757 -10.777811 -13.188669 ...   0.         0.         0.      ]
 ...
 [-80.       -80.       -80.       ...   0.         0.         0.      ]
 [-80.       -80.       -80.       ...   0.         0.         0.      ]
 [-80.       -80.       -80.       ...   0.         0.         0.      ]]"
2459657.413268_Tautenburg___5679-8880kHz___10-11.5s___re,"'Redwing',",5679,8880,10,11.5,2022,3,18,Night,21,Spring,"[[-41.489983 -19.774298 -19.710073 ...   0.         0.         0.      ]
 [-23.339897 -20.546673 -11.522364 ...   0.         0.         0.      ]
 [-17.765903 -25.407331 -10.760485 ...   0.         0.         0.      ]
 ...
 [-71.70073  -77.879616 -80.       ...   0.         0.         0.      ]
 [-71.70629  -77.88112  -80.       ...   0.         0.         0.      ]
 [-71.70794  -77.88355  -80.       ...   0.         0.         0.      ]]"
2459657.442370_Tautenburg___5356-8658kHz___10-11.4s___re,"'Redwing',",5356,8658,10,11.4,2022,3,18,Night,22,Spring,"[[-13.742261  -17.880756  -30.895096  ...   0.          0.
    0.       ]
 [-12.863184  -11.8415365 -20.192234  ...   0.          0.
    0.       ]
 [-12.892787   -7.5562773  -8.75366   ...   0.          0.
    0.       ]
 ...
 [-80.        -80.        -80.        ...   0.          0.
    0.       ]
 [-80.        -80.        -80.        ...   0.          0.
    0.       ]
 [-80.        -80.        -80.        ...   0.          0.
    0.       ]]"
2459657.517797_Tautenburg___5537-8819kHz___10-11.2s___re,"'Redwing',",5537,8819,10,11.2,2022,3,19,Night,00,Spring,"[[-13.680557 -13.552356 -18.724346 ...   0.         0.         0.      ]
 [-15.879332 -13.398311 -21.461025 ...   0.         0.         0.      ]
 [-35.140034 -13.654089 -15.311069 ...   0.         0.         0.      ]
 ...
 [-74.716606 -80.       -80.       ...   0.         0.         0.      ]
 [-74.72662  -80.       -80.       ...   0.         0.         0.      ]
 [-74.72541  -80.       -80.       ...   0.         0.         0.      ]]"
2459657.559256_Tautenburg___5598-8719kHz___10-11.2s___re,"'Redwing',",5598,8719,10,11.2,2022,3,19,Night,01,Spring,"[[-14.560516  -38.155968  -16.991194  ...   0.          0.
    0.       ]
 [-15.060097  -10.104702   -7.0968885 ...   0.          0.
    0.       ]
 [-16.76604   -13.87474    -5.760442  ...   0.          0.
    0.       ]
 ...
 [-80.        -80.        -80.        ...   0.          0.
    0.       ]
 [-80.        -80.        -80.        ...   0.          0.
    0.       ]
 [-80.        -80.        -80.        ...   0.          0.
    0.       ]]"
2459664.545281_Tautenburg___5799-9222kHz___10-11.2s___re,"'Redwing',",5799,9222,10,11.2,2022,3,26,Night,01,Spring,"[[-18.189837  -7.353187 -12.625814 ...   0.         0.         0.      ]
 [-15.374873  -7.738268  -8.422387 ...   0.         0.         0.      ]
 [-12.993636  -8.87673  -22.383335 ...   0.         0.         0.      ]
 ...
 [-79.10305  -80.       -80.       ...   0.         0.         0.      ]
 [-79.13902  -80.       -80.       ...   0.         0.         0.      ]
 [-79.1541   -80.       -80.       ...   0.         0.         0.      ]]"
2459664.609403_Tautenburg___5799-8598kHz___10-11.9s___re,"'Redwing',",5799,8598,10,11.9,2022,3,26,Night,02,Spring,"[[-39.81651  -25.138767 -22.068703 ...   0.         0.         0.      ]
 [-19.474339 -15.180558 -12.276014 ...   0.         0.         0.      ]
 [-11.606516  -8.603968 -15.769518 ...   0.         0.         0.      ]
 ...
 [-80.       -80.       -80.       ...   0.         0.         0.      ]
 [-80.       -80.       -80.       ...   0.         0.         0.      ]
 [-80.       -80.       -80.       ...   0.         0.         0.      ]]"
2459665.265764_Tautenburg___4732-8115kHz___10-11.5s___re,"'Redwing',",4732,8115,10,11.5,2022,3,26,Evening,18,Spring,"[[-14.978745 -12.431085 -20.254318 ...   0.         0.         0.      ]
 [-15.282774  -9.936987 -10.428918 ...   0.         0.         0.      ]
 [-18.659143 -10.703473 -13.323404 ...   0.         0.         0.      ]
 ...
 [-70.43941  -76.57     -80.       ...   0.         0.         0.      ]
 [-70.44321  -76.57154  -80.       ...   0.         0.         0.      ]
 [-70.44339  -76.57253  -80.       ...   0.         0.         0.      ]]"
2459665.320747_Tautenburg___6282-8779kHz___10-11.3s___re,"'Redwing',",6282,8779,10,11.3,2022,3,26,Evening,19,Spring,"[[-20.203217 -36.195187 -49.20479  ...   0.         0.         0.      ]
 [-19.84261  -19.0582   -15.608354 ...   0.         0.         0.      ]
 [-16.400024 -35.062744 -13.807985 ...   0.         0.         0.      ]
 ...
 [-80.       -80.       -80.       ...   0.         0.         0.      ]
 [-80.       -80.       -80.       ...   0.         0.         0.      ]
 [-80.       -80.       -80.       ...   0.         0.         0.      ]]"
2459665.322360_Tautenburg___5336-8799kHz___10-11.5s___re,"'Redwing',",5336,8799,10,11.5,2022,3,26,Evening,19,Spring,"[[ -9.12416   -25.073746  -14.937067  ...   0.          0.
    0.       ]
 [ -7.2850504  -8.506244  -15.135466  ...   0.          0.
    0.       ]
 [ -6.397911   -6.638179  -22.702864  ...   0.          0.
    0.       ]
 ...
 [-70.16574   -76.330185  -80.        ...   0.          0.
    0.       ]
 [-70.16742   -76.33358   -80.        ...   0.          0.
    0.       ]
 [-70.16976   -76.336876  -80.        ...   0.          0.
    0.       ]]"
2459665.406721_Tautenburg___6020-8819kHz___10-11.1s___re,"'Redwing',",6020,8819,10,11.1,2022,3,26,Night,21,Spring,"[[-26.04104  -10.193907 -31.992908 ...   0.         0.         0.      ]
 [-19.121769  -9.569618  -6.335966 ...   0.         0.         0.      ]
 [-17.220396 -12.886133  -8.138172 ...   0.         0.         0.      ]
 ...
 [-80.       -80.       -80.       ...   0.         0.         0.      ]
 [-80.       -80.       -80.       ...   0.         0.         0.      ]
 [-80.       -80.       -80.       ...   0.         0.         0.      ]]"
2459665.433116_Tautenburg___5779-7772kHz___10-11.4s___re,"'Redwing',",5779,7772,10,11.4,2022,3,26,Night,22,Spring,"[[-13.16165  -20.175007 -13.755321 ...   0.         0.         0.      ]
 [-13.442376 -13.400143 -15.486485 ...   0.         0.         0.      ]
 [-12.723511 -24.654697 -17.101143 ...   0.         0.         0.      ]
 ...
 [-73.94156  -79.924576 -80.       ...   0.         0.         0.      ]
 [-73.9518   -79.93288  -80.       ...   0.         0.         0.      ]
 [-73.95299  -79.93735  -80.       ...   0.         0.         0.      ]]"
2459665.442470_Tautenburg___5699-8598kHz___10-11.3s___re,"'Redwing',",5699,8598,10,11.3,2022,3,26,Night,22,Spring,"[[-13.421577  -25.717617  -16.265354  ...   0.          0.
    0.       ]
 [-11.592235   -9.319867   -9.3851185 ...   0.          0.
    0.       ]
 [-11.642409   -9.487743  -13.246502  ...   0.          0.
    0.       ]
 ...
 [-76.14429   -80.        -80.        ...   0.          0.
    0.       ]
 [-76.198555  -80.        -80.        ...   0.          0.
    0.       ]
 [-76.2075    -80.        -80.        ...   0.          0.
    0.       ]]"
2459665.463095_Tautenburg___5336-7953kHz___10-12.2s___re,"'Redwing',",5336,7953,10,12.2,2022,3,26,Night,23,Spring,"[[-13.521192 -31.580534 -16.377748 ...   0.         0.         0.      ]
 [-11.506761 -11.440827 -15.866165 ...   0.         0.         0.      ]
 [-10.542134  -8.178671 -18.008379 ...   0.         0.         0.      ]
 ...
 [-76.64969  -80.       -80.       ...   0.         0.         0.      ]
 [-76.66816  -80.       -80.       ...   0.         0.         0.      ]
 [-76.67285  -80.       -80.       ...   0.         0.         0.      ]]"
2459665.627029_Tautenburg___5578-7853kHz___10-11.1s___re,"'Redwing',",5578,7853,10,11.1,2022,3,27,Night,03,Spring,"[[-12.678273  -24.77327   -29.514477  ...   0.          0.
    0.       ]
 [ -9.202383   -7.13316    -6.6091413 ...   0.          0.
    0.       ]
 [ -7.4300632  -3.814763   -4.234849  ...   0.          0.
    0.       ]
 ...
 [-75.9406    -80.        -80.        ...   0.          0.
    0.       ]
 [-75.948204  -80.        -80.        ...   0.          0.
    0.       ]
 [-75.946556  -80.        -80.        ...   0.          0.
    0.       ]]"
2459666.335473_Tautenburg___5316-8779kHz___10-11.1s___re,"'Redwing',",5316,8779,10,11.1,2022,3,27,Evening,20,Spring,"[[-18.891506 -44.01809  -31.391651 ...   0.         0.         0.      ]
 [-16.911814 -16.306658 -13.095313 ...   0.         0.         0.      ]
 [-14.477287 -19.117426 -10.819258 ...   0.         0.         0.      ]
 ...
 [-80.       -80.       -80.       ...   0.         0.         0.      ]
 [-80.       -80.       -80.       ...   0.         0.         0.      ]
 [-80.       -80.       -80.       ...   0.         0.         0.      ]]"
2459666.558530_Tautenburg___5919-8275kHz___10-11.2s___re,"'Redwing',",5919,8275,10,11.2,2022,3,28,Night,01,Spring,"[[-23.070158 -32.070847 -17.60276  ...   0.         0.         0.      ]
 [-20.53993  -16.957441 -18.160097 ...   0.         0.         0.      ]
 [-15.651354 -18.484877 -21.846174 ...   0.         0.         0.      ]
 ...
 [-71.415634 -77.71243  -80.       ...   0.         0.         0.      ]
 [-71.430176 -77.73073  -80.       ...   0.         0.         0.      ]
 [-71.43783  -77.7361   -80.       ...   0.         0.         0.      ]]"
2459666.654077_Tautenburg___5980-8336kHz___10-11.3s___re,"'Redwing',",5980,8336,10,11.3,2022,3,28,Night,03,Spring,"[[-70.5947   -35.985695 -27.433323 ...   0.         0.         0.      ]
 [-23.929276 -21.077253 -20.535591 ...   0.         0.         0.      ]
 [-20.463602 -16.496176 -18.031092 ...   0.         0.         0.      ]
 ...
 [-78.84503  -80.       -80.       ...   0.         0.         0.      ]
 [-78.86046  -80.       -80.       ...   0.         0.         0.      ]
 [-78.86104  -80.       -80.       ...   0.         0.         0.      ]]"
2459666.664360_Tautenburg___5497-8517kHz___10-11.2s___re,"'Redwing',",5497,8517,10,11.2,2022,3,28,Night,03,Spring,"[[-19.694899 -25.000721 -21.267073 ...   0.         0.         0.      ]
 [-17.519814 -17.602308 -14.004643 ...   0.         0.         0.      ]
 [-14.764577 -11.186871 -10.898303 ...   0.         0.         0.      ]
 ...
 [-75.30481  -80.       -80.       ...   0.         0.         0.      ]
 [-75.31024  -80.       -80.       ...   0.         0.         0.      ]
 [-75.312836 -80.       -80.       ...   0.         0.         0.      ]]"
2459667.403170_Tautenburg___5638-8719kHz___10-11.5s___re,"'Redwing',",5638,8719,10,11.5,2022,3,28,Night,21,Spring,"[[-12.121201  -21.458738  -17.478348  ...   0.          0.
    0.       ]
 [-12.85      -11.4198065 -15.773367  ...   0.          0.
    0.       ]
 [-14.038561  -17.801367   -9.637445  ...   0.          0.
    0.       ]
 ...
 [-72.608604  -78.83694   -80.        ...   0.          0.
    0.       ]
 [-72.61252   -78.84601   -80.        ...   0.          0.
    0.       ]
 [-72.61929   -78.85066   -80.        ...   0.          0.
    0.       ]]"
2459667.470462_Tautenburg___5598-8195kHz___10-11.4s___re,"'Redwing',",5598,8195,10,11.4,2022,3,28,Night,23,Spring,"[[-20.098257 -32.560326 -20.141148 ...   0.         0.         0.      ]
 [-18.648287 -21.142307 -16.646479 ...   0.         0.         0.      ]
 [-16.827839 -20.318405 -18.691843 ...   0.         0.         0.      ]
 ...
 [-80.       -80.       -80.       ...   0.         0.         0.      ]
 [-80.       -80.       -80.       ...   0.         0.         0.      ]
 [-80.       -80.       -80.       ...   0.         0.         0.      ]]"
2459667.531100_Tautenburg___5396-8215kHz___10-11.3s___re,"'Redwing',",5396,8215,10,11.3,2022,3,29,Night,00,Spring,"[[-15.543402 -14.886187 -13.739929 ...   0.         0.         0.      ]
 [-11.230148  -8.081063  -9.501209 ...   0.         0.         0.      ]
 [ -9.88778  -10.11483  -10.135278 ...   0.         0.         0.      ]
 ...
 [-80.       -80.       -80.       ...   0.         0.         0.      ]
 [-80.       -80.       -80.       ...   0.         0.         0.      ]
 [-80.       -80.       -80.       ...   0.         0.         0.      ]]"
2459667.662248_Tautenburg___5235-7208kHz___10-11.4s___re,"'Redwing',",5235,7208,10,11.4,2022,3,29,Night,03,Spring,"[[ -7.919606  -9.195269 -23.964935 ...   0.         0.         0.      ]
 [ -8.163143 -10.915136 -23.92115  ...   0.         0.         0.      ]
 [-11.325315  -8.014804 -11.350328 ...   0.         0.         0.      ]
 ...
 [-70.90858  -77.127045 -80.       ...   0.         0.         0.      ]
 [-70.90564  -77.129616 -80.       ...   0.         0.         0.      ]
 [-70.9145   -77.12719  -80.       ...   0.         0.         0.      ]]"
2459668.394468_Tautenburg___5315-8617kHz___10-11.7s___re,"'Redwing',",5315,8617,10,11.7,2022,3,29,Night,21,Spring,"[[-15.481726   -7.6025686 -11.878216  ...   0.          0.
    0.       ]
 [-18.524483  -10.802591   -7.222748  ...   0.          0.
    0.       ]
 [-34.244164  -17.8898    -13.626124  ...   0.          0.
    0.       ]
 ...
 [-71.380135  -77.33564   -80.        ...   0.          0.
    0.       ]
 [-71.38651   -77.34436   -80.        ...   0.          0.
    0.       ]
 [-71.39324   -77.34515   -80.        ...   0.          0.
    0.       ]]"
2459668.512933_Tautenburg___5517-8980kHz___10-11.9s___re,"'Redwing',",5517,8980,10,11.9,2022,3,30,Night,00,Spring,"[[-14.133764 -20.703245 -21.107378 ...   0.         0.         0.      ]
 [-15.744062 -16.117527 -17.894695 ...   0.         0.         0.      ]
 [-14.084174 -19.280537 -11.131365 ...   0.         0.         0.      ]
 ...
 [-76.48898  -80.       -80.       ...   0.         0.         0.      ]
 [-76.49971  -80.       -80.       ...   0.         0.         0.      ]
 [-76.505325 -80.       -80.       ...   0.         0.         0.      ]]"
2459668.519500_Tautenburg___5819-8879kHz___10-12s___re,"'Redwing',",5819,8879,10,12.0,2022,3,30,Night,00,Spring,"[[-27.261292 -18.222677 -20.233606 ...   0.         0.         0.      ]
 [-17.358845 -11.755464 -14.999944 ...   0.         0.         0.      ]
 [-12.742507  -5.744262  -6.04909  ...   0.         0.         0.      ]
 ...
 [-70.57113  -76.70782  -80.       ...   0.         0.         0.      ]
 [-70.57456  -76.71424  -80.       ...   0.         0.         0.      ]
 [-70.57603  -76.714386 -80.       ...   0.         0.         0.      ]]"
2459668.564179_Tautenburg___6182-8377kHz___10-11.2s___re,"'Redwing',",6182,8377,10,11.2,2022,3,30,Night,01,Spring,"[[-23.848808 -13.516678 -27.08382  ...   0.         0.         0.      ]
 [-21.22454  -14.677379 -12.065605 ...   0.         0.         0.      ]
 [-17.217295 -17.368475 -14.435095 ...   0.         0.         0.      ]
 ...
 [-74.90674  -80.       -80.       ...   0.         0.         0.      ]
 [-74.92054  -80.       -80.       ...   0.         0.         0.      ]
 [-74.924416 -80.       -80.       ...   0.         0.         0.      ]]"
2459671.428892_Tautenburg___5235-8275kHz___10-12s___re,"'Redwing',",5235,8275,10,12.0,2022,4,1,Night,22,Spring,"[[-11.084952  -14.210283   -9.973983  ...   0.          0.
    0.       ]
 [-11.009886   -6.576949   -6.6879816 ...   0.          0.
    0.       ]
 [-11.902316   -5.6119423 -10.041691  ...   0.          0.
    0.       ]
 ...
 [-80.        -80.        -80.        ...   0.          0.
    0.       ]
 [-80.        -80.        -80.        ...   0.          0.
    0.       ]
 [-80.        -80.        -80.        ...   0.          0.
    0.       ]]"
2459671.681092_Tautenburg___5476-9060kHz___10-11.5s___re,"'Redwing',",5476,9060,10,11.5,2022,4,2,Night,04,Spring,"[[-14.921602  -28.970741  -38.170937  ...   0.          0.
    0.       ]
 [-11.692699  -10.200994   -9.81238   ...   0.          0.
    0.       ]
 [ -9.073524   -6.8406334 -11.66915   ...   0.          0.
    0.       ]
 ...
 [-72.40461   -78.44182   -80.        ...   0.          0.
    0.       ]
 [-72.40651   -78.44798   -80.        ...   0.          0.
    0.       ]
 [-72.41153   -78.44888   -80.        ...   0.          0.
    0.       ]]"
2459671.681188_Tautenburg___5859-9503kHz___10-11.4s___re,"'Redwing',",5859,9503,10,11.4,2022,4,2,Night,04,Spring,"[[-12.745726 -21.03326  -16.512558 ...   0.         0.         0.      ]
 [-14.920238 -12.113762 -13.333198 ...   0.         0.         0.      ]
 [-16.805687 -13.102854  -9.713669 ...   0.         0.         0.      ]
 ...
 [-80.       -80.       -80.       ...   0.         0.         0.      ]
 [-80.       -80.       -80.       ...   0.         0.         0.      ]
 [-80.       -80.       -80.       ...   0.         0.         0.      ]]"
2459671.684666_Tautenburg___6221-8919kHz___10-11.1s___re,"'Redwing',",6221,8919,10,11.1,2022,4,2,Night,04,Spring,"[[-32.794006  -26.613873  -61.29441   ...   0.          0.
    0.       ]
 [-18.72158   -14.474407  -13.632995  ...   0.          0.
    0.       ]
 [-13.489463   -7.645487   -7.9362254 ...   0.          0.
    0.       ]
 ...
 [-67.4315    -73.40271   -80.        ...   0.          0.
    0.       ]
 [-67.43669   -73.409195  -80.        ...   0.          0.
    0.       ]
 [-67.44143   -73.411896  -80.        ...   0.          0.
    0.       ]]"
2459673.556744_Tautenburg___5155-7974kHz___10-11.4s___re,"'Redwing',",5155,7974,10,11.4,2022,4,4,Night,01,Spring,"[[-12.733368 -15.839628 -12.352919 ...   0.         0.         0.      ]
 [-13.930677 -11.8515   -11.440643 ...   0.         0.         0.      ]
 [-16.553185 -16.990898 -22.377323 ...   0.         0.         0.      ]
 ...
 [-67.592445 -73.76907  -80.       ...   0.         0.         0.      ]
 [-67.59966  -73.78203  -80.       ...   0.         0.         0.      ]
 [-67.60116  -73.78844  -80.       ...   0.         0.         0.      ]]"
2459674.339883_Tautenburg___5578-8195kHz___10-11.4s___re,"'Redwing',",5578,8195,10,11.4,2022,4,4,Evening,20,Spring,"[[-27.724575 -34.721176 -20.537914 ...   0.         0.         0.      ]
 [-30.376637 -27.174778 -22.61525  ...   0.         0.         0.      ]
 [-34.6871   -27.244297 -23.140038 ...   0.         0.         0.      ]
 ...
 [-73.165184 -79.642166 -80.       ...   0.         0.         0.      ]
 [-73.19864  -79.664085 -80.       ...   0.         0.         0.      ]
 [-73.19996  -79.657425 -80.       ...   0.         0.         0.      ]]"
2459674.339928_Tautenburg___5678-8678kHz___10-11.5s___re,"'Redwing',",5678,8678,10,11.5,2022,4,4,Evening,20,Spring,"[[-15.316061   -9.60364   -26.106716  ...   0.          0.
    0.       ]
 [-11.941265   -6.2190905  -7.8004513 ...   0.          0.
    0.       ]
 [-11.199317   -4.673074   -7.4528875 ...   0.          0.
    0.       ]
 ...
 [-72.92902   -79.03108   -80.        ...   0.          0.
    0.       ]
 [-72.92538   -79.0294    -80.        ...   0.          0.
    0.       ]
 [-72.92547   -79.02774   -80.        ...   0.          0.
    0.       ]]"
2459674.476669_Tautenburg___5980-8698kHz___10-11.2s___re,"'Redwing',",5980,8698,10,11.2,2022,4,4,Night,23,Spring,"[[-21.11688   -14.077001  -10.803442  ...   0.          0.
    0.       ]
 [-18.64082    -9.903437   -5.8612556 ...   0.          0.
    0.       ]
 [-20.81543   -11.492788   -8.89247   ...   0.          0.
    0.       ]
 ...
 [-75.03812   -80.        -80.        ...   0.          0.
    0.       ]
 [-75.063965  -80.        -80.        ...   0.          0.
    0.       ]
 [-75.07568   -80.        -80.        ...   0.          0.
    0.       ]]"
2459675.552380_Tautenburg___5457-8558kHz___10-11.6s___re,"'Redwing',",5457,8558,10,11.6,2022,4,6,Night,01,Spring,"[[-23.733166  -24.13501   -19.114344  ...   0.          0.
    0.       ]
 [-18.29347   -16.906658  -14.746005  ...   0.          0.
    0.       ]
 [-13.740972   -7.409815   -7.1119585 ...   0.          0.
    0.       ]
 ...
 [-77.21501   -80.        -80.        ...   0.          0.
    0.       ]
 [-77.24817   -80.        -80.        ...   0.          0.
    0.       ]
 [-77.27257   -80.        -80.        ...   0.          0.
    0.       ]]"
2459675.558799_Tautenburg___5518-8437kHz___10-11.6s___re,"'Redwing',",5518,8437,10,11.6,2022,4,6,Night,01,Spring,"[[-15.608536  -18.049051   -8.2415905 ...   0.          0.
    0.       ]
 [-11.628737   -8.779499  -12.953616  ...   0.          0.
    0.       ]
 [ -9.765434   -6.125612  -12.52239   ...   0.          0.
    0.       ]
 ...
 [-71.89518   -77.81569   -80.        ...   0.          0.
    0.       ]
 [-71.90905   -77.82437   -80.        ...   0.          0.
    0.       ]
 [-71.90932   -77.82468   -80.        ...   0.          0.
    0.       ]]"
2459675.574369_Tautenburg___5879-8517kHz___10-11.9s___re,"'Redwing',",5879,8517,10,11.9,2022,4,6,Night,01,Spring,"[[-15.450961  -19.650352  -15.051189  ...   0.          0.
    0.       ]
 [ -8.303801   -9.787135  -30.682392  ...   0.          0.
    0.       ]
 [ -4.1736574  -2.8682108  -6.6314926 ...   0.          0.
    0.       ]
 ...
 [-76.32384   -80.        -80.        ...   0.          0.
    0.       ]
 [-76.32992   -80.        -80.        ...   0.          0.
    0.       ]
 [-76.33908   -80.        -80.        ...   0.          0.
    0.       ]]"
2459675.580647_Tautenburg___6020-8356kHz___10-11.5s___re,"'Redwing',",6020,8356,10,11.5,2022,4,6,Night,01,Spring,"[[ -6.415794  -11.973276  -12.547767  ...   0.          0.
    0.       ]
 [ -7.4366217  -4.239606   -6.0443697 ...   0.          0.
    0.       ]
 [-12.436083   -5.821787   -3.562128  ...   0.          0.
    0.       ]
 ...
 [-80.        -80.        -80.        ...   0.          0.
    0.       ]
 [-80.        -80.        -80.        ...   0.          0.
    0.       ]
 [-80.        -80.        -80.        ...   0.          0.
    0.       ]]"
2459675.592369_Tautenburg___5798-8436kHz___10-11.5s___re,"'Redwing',",5798,8436,10,11.5,2022,4,6,Night,02,Spring,"[[-17.486076  -16.272573   -4.939784  ...   0.          0.
    0.       ]
 [-15.793593   -8.139962   -5.6053057 ...   0.          0.
    0.       ]
 [-14.871351   -6.3959866 -15.909214  ...   0.          0.
    0.       ]
 ...
 [-80.        -80.        -80.        ...   0.          0.
    0.       ]
 [-80.        -80.        -80.        ...   0.          0.
    0.       ]
 [-80.        -80.        -80.        ...   0.          0.
    0.       ]]"
2459675.622129_Tautenburg___5275-8315kHz___10-11.3s___re,"'Redwing',",5275,8315,10,11.3,2022,4,6,Night,02,Spring,"[[-16.794716  -30.787815   -9.241182  ...   0.          0.
    0.       ]
 [-16.935362   -9.712645   -8.036941  ...   0.          0.
    0.       ]
 [-18.339405  -10.641081   -5.8180065 ...   0.          0.
    0.       ]
 ...
 [-71.48297   -77.62651   -80.        ...   0.          0.
    0.       ]
 [-71.483955  -77.63417   -80.        ...   0.          0.
    0.       ]
 [-71.49403   -77.63768   -80.        ...   0.          0.
    0.       ]]"
2459678.651316_Tautenburg___5316-10027kHz___10-13.6s___re,"'Redwing',",5316,10027,10,13.6,2022,4,9,Night,03,Spring,"[[-21.885147  -15.874027  -10.031721  ...   0.          0.
    0.       ]
 [-16.919792  -12.819814  -11.5678425 ...   0.          0.
    0.       ]
 [-16.925705  -17.601501  -17.016354  ...   0.          0.
    0.       ]
 ...
 [-63.214855  -69.41352   -80.        ...   0.          0.
    0.       ]
 [-63.214127  -69.415886  -80.        ...   0.          0.
    0.       ]
 [-63.21667   -69.41355   -80.        ...   0.          0.
    0.       ]]"
2459679.525554_Tautenburg___5537-8879kHz___10-11.7s___re,"'Redwing',",5537,8879,10,11.7,2022,4,10,Night,00,Spring,"[[-15.646008 -29.481941 -19.442722 ...   0.         0.         0.      ]
 [-14.355803 -13.323262 -14.289989 ...   0.         0.         0.      ]
 [-13.044754 -27.298174 -10.615246 ...   0.         0.         0.      ]
 ...
 [-76.88251  -80.       -80.       ...   0.         0.         0.      ]
 [-76.88344  -80.       -80.       ...   0.         0.         0.      ]
 [-76.89252  -80.       -80.       ...   0.         0.         0.      ]]"
2459679.628772_Tautenburg___5718-8698kHz___10-11.4s___re,"'Redwing',",5718,8698,10,11.4,2022,4,10,Night,03,Spring,"[[-45.372883 -38.95314  -44.75295  ...   0.         0.         0.      ]
 [-30.229046 -31.89824  -35.390583 ...   0.         0.         0.      ]
 [-22.941332 -20.763546 -24.659882 ...   0.         0.         0.      ]
 ...
 [-80.       -80.       -80.       ...   0.         0.         0.      ]
 [-80.       -80.       -80.       ...   0.         0.         0.      ]
 [-80.       -80.       -80.       ...   0.         0.         0.      ]]"
2459680.358682_Tautenburg___5900-8517kHz___10-11.4s___re,"'Redwing',",5900,8517,10,11.4,2022,4,10,Evening,20,Spring,"[[-36.53631  -30.204885 -20.345455 ...   0.         0.         0.      ]
 [-26.775728 -20.13676  -14.196232 ...   0.         0.         0.      ]
 [-25.576933 -18.824448 -11.741667 ...   0.         0.         0.      ]
 ...
 [-76.68161  -80.       -80.       ...   0.         0.         0.      ]
 [-76.7751   -80.       -80.       ...   0.         0.         0.      ]
 [-76.8042   -80.       -80.       ...   0.         0.         0.      ]]"
2459680.532794_Tautenburg___4812-8738kHz___10-11.8s___re,"'Redwing',",4812,8738,10,11.8,2022,4,11,Night,00,Spring,"[[-25.753822  -39.458664  -34.447853  ...   0.          0.
    0.       ]
 [-14.792189  -12.356186  -11.6023035 ...   0.          0.
    0.       ]
 [-10.727858   -4.953226   -3.9076157 ...   0.          0.
    0.       ]
 ...
 [-78.82031   -80.        -80.        ...   0.          0.
    0.       ]
 [-78.840096  -80.        -80.        ...   0.          0.
    0.       ]
 [-78.85217   -80.        -80.        ...   0.          0.
    0.       ]]"
2459680.532858_Tautenburg___5195-8517kHz___10-11.5s___re,"'Redwing',",5195,8517,10,11.5,2022,4,11,Night,00,Spring,"[[-14.265276  -22.627861  -21.95615   ...   0.          0.
    0.       ]
 [-11.5753565  -9.676601   -9.321189  ...   0.          0.
    0.       ]
 [-10.7764015  -9.118036  -11.326937  ...   0.          0.
    0.       ]
 ...
 [-63.874344  -69.86314   -80.        ...   0.          0.
    0.       ]
 [-63.88552   -69.87429   -80.        ...   0.          0.
    0.       ]
 [-63.887398  -69.87724   -80.        ...   0.          0.
    0.       ]]"
2459680.591028_Tautenburg___5678-8618kHz___10-11.6s___re,"'Redwing',",5678,8618,10,11.6,2022,4,11,Night,02,Spring,"[[-41.01689  -26.541645 -30.120129 ... -28.623472 -34.835506 -23.632486]
 [-26.970331 -20.299744 -20.488167 ... -18.341722 -22.785635 -18.201168]
 [-26.79217  -16.159704 -16.287619 ... -16.190802 -13.271624 -14.646128]
 ...
 [-72.33382  -78.48507  -80.       ... -80.       -80.       -80.      ]
 [-72.34349  -78.49085  -80.       ... -80.       -80.       -80.      ]
 [-72.34323  -78.49099  -80.       ... -80.       -80.       -80.      ]]"
2459680.592993_Tautenburg___5296-8497kHz___10-11.4s___re,"'Redwing',",5296,8497,10,11.4,2022,4,11,Night,02,Spring,"[[-17.368534  -16.091137  -13.940657  ...   0.          0.
    0.       ]
 [-15.969997  -25.629797  -12.78095   ...   0.          0.
    0.       ]
 [-15.168051  -11.3895645 -11.709373  ...   0.          0.
    0.       ]
 ...
 [-80.        -80.        -80.        ...   0.          0.
    0.       ]
 [-80.        -80.        -80.        ...   0.          0.
    0.       ]
 [-80.        -80.        -80.        ...   0.          0.
    0.       ]]"
2459680.610907_Tautenburg___5437-8618kHz___10-11.3s___re,"'Redwing',",5437,8618,10,11.3,2022,4,11,Night,02,Spring,"[[-45.24106   -16.297846  -34.425526  ...   0.          0.
    0.       ]
 [-19.154957   -9.980558   -8.526684  ...   0.          0.
    0.       ]
 [-13.728401   -5.238166   -3.9797058 ...   0.          0.
    0.       ]
 ...
 [-80.        -80.        -80.        ...   0.          0.
    0.       ]
 [-80.        -80.        -80.        ...   0.          0.
    0.       ]
 [-80.        -80.        -80.        ...   0.          0.
    0.       ]]"
