filename,species_code
2460205.579198_Tautenburg___222-3303kHz___0-2m30s___background,background
2460226.577661_Tautenburg___6020-9866kHz___10-10.9s___st,st
2460226.423297_Tautenburg___6041-9524kHz___10-11.9s___st,st
2460241.648271_Tautenburg___745-9685kHz___10-14.2s___to,to
2459908.719175_Tautenburg___5940-9242kHz___10-11.8s___re,re
2460271.242046_Tautenburg___5034-8477kHz___10-11.6s___re,re
2460172.397993_Tautenburg___484-3987kHz___0-2m30s___background,background
2459667.662248_Tautenburg___5235-7208kHz___10-11.4s___re,re
2459862.390011_Tautenburg___5739-10048kHz___10-11s___st,st
2460261.450720_Tautenburg___5960-9967kHz___10-13.5s___st,st
2460369.302320_Tautenburg___262-3705kHz___10-14.6s___co,co
2459895.168163_Tautenburg___5155-8618kHz___10-11.4s___re,re
2460240.701918_Tautenburg___5517-10571kHz___10-14.2s___st,st
2460270.381310_Tautenburg___6080-8436kHz___10-10.9s___re,re
2460212.659064_Tautenburg___6625-10048kHz___10-11s___st,st
2459872.263884_Tautenburg___5617-8255kHz___10-11.1s___re,re
2459859.682166_Tautenburg___6343-10370kHz___10-11s___st,st
2459865.483591_Tautenburg___6020-8960kHz___10-11s___st,st
2460242.709634_Tautenburg___5477-9282kHz___10-11.8s___b.,b.
2460261.486524_Tautenburg___403-8940kHz___0-2m30s___background,background
2460384.534741_Tautenburg___5264-7734kHz___10-11.2s___re,re
2460242.638337_Tautenburg___5195-9584kHz___0-2m30s___background,background
2460234.703460_Tautenburg___6624-10268kHz___10-11.7s___st,st
2460044.506760_Tautenburg___5095-8618kHz___10-11.9s___re,re
2460240.425534_Tautenburg___6483-9845kHz___10-11.4s___st,st
2459872.616007_Tautenburg___6081-8296kHz___10-10.9s___re,re
2460259.165700_Tautenburg___5738-9966kHz___10-11.4s___b.,b.
2459862.356239_Tautenburg___5497-9182kHz___10-10.8s___st,st
2460208.651102_Tautenburg___5879-10047kHz___10-17.3s___st,st
2459856.680253_Tautenburg___5799-9121kHz___10-11.2s___st,st
2459845.393275_Tautenburg___5960-9262kHz___10-11.1s___st,st
2460257.590405_Tautenburg___5819-8980kHz___10-11.4s___re,re
2460218.685686_Tautenburg___6262-10289kHz___10-12s___st,st
2460392.254839_Tautenburg___6112-8956kHz___10-11s___re,re
2459897.168794_Tautenburg___6202-9403kHz___10-11.5s___re,re
2459862.582221_Tautenburg___5537-8879kHz___10-10.8s___st,st
2459865.451299_Tautenburg___6906-9987kHz___10-10.8s___st,st
2459871.638711_Tautenburg___6262-9483kHz___10-11.3s___st,st
2460272.751629_Tautenburg___6121-9020kHz___10-12.2s___re,re
2460214.628608_Tautenburg___6383-10893kHz___10-11.5s___st,st
2459653.599788_Tautenburg___6221-9463kHz___10-11s___st,st
2459859.639545_Tautenburg___6484-10471kHz___10-11.1s___st,st
2459871.692905_Tautenburg___5758-9080kHz___10-11.3s___st,st
2460261.349560_Tautenburg___5980-10852kHz___0-2m30s___background,background
2460011.317465_Tautenburg___377-3615kHz___0-2m30s___background,background
2459847.670890_Tautenburg___6463-9423kHz___10-11.3s___st,st
2459847.679718_Tautenburg___6383-9282kHz___10-10.7s___st,st
2460214.680095_Tautenburg___5759-11034kHz___0-2m30s___background,background
2460369.644382_Tautenburg___584-4732kHz___0-2m30s___background,background
2460212.669070_Tautenburg___6745-11799kHz___10-11.8s___st,st
2460236.370831_Tautenburg___5678-9946kHz___0-2m30s___background,background
2459857.686692_Tautenburg___6463-9886kHz___10-10.9s___st,st
2460214.674692_Tautenburg___6141-10269kHz___10-10.9s___st,st
2460218.361678_Tautenburg___5980-9624kHz___10-17.9s___st,st
2460259.170173_Tautenburg___5880-9605kHz___0-2m30s___background,background
2460226.430706_Tautenburg___5517-8718kHz___10-11.3s___re,re
2460392.255383_Tautenburg___5589-8732kHz___0-2m30s___background,background
2459864.645104_Tautenburg___6201-9161kHz___10-10.7s___st,st
2460241.333760_Tautenburg___5578-8679kHz___10-11.7s___re,re
2460252.726242_Tautenburg___5880-8679kHz___10-11.2s___re,re
2459700.403362_Tautenburg___726-7249kHz___10-21.8s___co,co
2459862.513017_Tautenburg___6927-9766kHz___10-10.9s___st,st
2460212.655834_Tautenburg___6846-10470kHz___10-12.7s___st,st
2460416.626332_Tautenburg___1389-4369kHz___10-31.9s___mh,mh
2460376.719909_Tautenburg___5880-9383kHz___10-11.4s___b.,b.
2460203.632051_Tautenburg___5738-9382kHz___10-11.1s___st,st
2459995.732652_Tautenburg___1370-6887kHz___0-2m30s___background,background
2459671.684423_Tautenburg___5940-10047kHz___0-2m30s___background,background
2460230.518737_Tautenburg___5719-10934kHz___0-2m30s___background,background
2459857.505708_Tautenburg___6021-9786kHz___10-10.9s___st,st
2459651.631771_Tautenburg___6061-9846kHz___10-11.6s___st,st
2460255.737021_Tautenburg___6121-9544kHz___10-12.1s___re,re
2460378.552284_Tautenburg___866-7128kHz___10-12.4s___wa,wa
2460274.301018_Tautenburg___484-8779kHz___0-2m30s___background,background
2460248.184345_Tautenburg___5457-8256kHz___10-11.9s___re,re
2460244.403350_Tautenburg___5316-8799kHz___10-11.8s___st,st
2460219.523561_Tautenburg___6101-10772kHz___10-11.9s___st,st
2460226.397895_Tautenburg___5819-9926kHz___10-11.2s___st,st
2460235.529084_Tautenburg___222-4853kHz___0-2m30s___background,background
2459861.574314_Tautenburg___6524-9866kHz___10-11.3s___st,st
2460234.437791_Tautenburg___5658-10430kHz___10-12s___st,st
2460194.653256_Tautenburg___6443-10128kHz___0-2m30s___background,background
2459875.530866_Tautenburg___6262-9604kHz___10-11s___st,st
2459870.207012_Tautenburg___7349-11376kHz___10-11s___st,st
2460369.231048_Tautenburg___464-3967kHz___10-116.9s___to,to
2460234.268253_Tautenburg___6101-10812kHz___10-11.6s___st,st
2459865.674620_Tautenburg___5960-9041kHz___10-10.6s___st,st
2459862.426539_Tautenburg___5839-9121kHz___10-11.5s___st,st
2460215.687684_Tautenburg___5678-9665kHz___0-2m30s___background,background
2460236.231856_Tautenburg___6363-11074kHz___10-11.5s___st,st
2460251.731913_Tautenburg___5134-9604kHz___0-2m30s___background,background
2459836.638772_Tautenburg___6202-10269kHz___10-11s___st,st
2459859.563619_Tautenburg___5618-8739kHz___10-10.8s___st,st
2459862.539196_Tautenburg___6201-9483kHz___10-11s___st,st
2459872.692034_Tautenburg___6483-9725kHz___10-11s___st,st
2460213.669644_Tautenburg___6363-10772kHz___0-2m30s___background,background
2460046.434388_Tautenburg___5235-8779kHz___10-11.7s___re,re
2459862.397315_Tautenburg___5980-9262kHz___10-11s___st,st
2459847.674898_Tautenburg___6705-10208kHz___10-10.8s___st,st
2460234.665286_Tautenburg___5537-8638kHz___10-11.9s___re,re
2460250.701918_Tautenburg___1873-6121kHz___10-11.9s___s.,s.
2460025.675216_Tautenburg___5336-8477kHz___10-11.6s___re,re
2460259.165846_Tautenburg___6181-8859kHz___10-11.4s___re,re
2460254.735557_Tautenburg___5437-9182kHz___10-11.5s___re,re
2460241.303268_Tautenburg___6503-9805kHz___10-11.4s___st,st
2459665.627029_Tautenburg___5578-7853kHz___10-11.1s___re,re
2459836.563865_Tautenburg___6121-9745kHz___10-11s___st,st
2459864.437953_Tautenburg___5397-9182kHz___10-11.1s___st,st
2460414.580404_Tautenburg___5175-8235kHz___10-11.6s___re,re
2460044.496285_Tautenburg___4510-8778kHz___0-2m30s___background,background
2460028.546065_Tautenburg___5396-8718kHz___10-11.8s___re,re
2460248.364023_Tautenburg___6001-8598kHz___10-12s___re,re
2460210.238034_Tautenburg___363-5276kHz___0-2m30s___background,background
2460235.207045_Tautenburg___81-3202kHz___10-34.6s___eo,eo
2460023.470166_Tautenburg___5699-9806kHz___10-11.5s___st,st
2460220.251709_Tautenburg___684-8416kHz___0-2m30s___background,background
2460200.322434_Tautenburg___3503-6483kHz___0-2m30s___background,background
2460381.678051_Tautenburg___5396-8436kHz___10-11.6s___re,re
2459862.451034_Tautenburg___6745-10087kHz___10-10.9s___st,st
2459864.553159_Tautenburg___6081-9806kHz___10-11.1s___st,st
2460025.393408_Tautenburg___5356-7953kHz___10-11.6s___re,re
2460214.299086_Tautenburg___6101-10269kHz___10-12s___st,st
2459872.588465_Tautenburg___5819-10108kHz___10-11.3s___st,st
2460192.639274_Tautenburg___5779-9826kHz___0-2m30s___background,background
2460268.757448_Tautenburg___5537-10490kHz___0-2m30s___background,background
2460202.661340_Tautenburg___6041-9826kHz___0-2m30s___background,background
2460029.450478_Tautenburg___5698-8819kHz___10-11.9s___re,re
2460371.317686_Tautenburg___343-4068kHz___10-186.3s___kr,kr
2460215.683750_Tautenburg___5618-9947kHz___10-11.3s___st,st
2459630.737553_Tautenburg___5701-9811kHz___10-11.2s___st,st
2459898.317064_Tautenburg___4672-7853kHz___10-11.2s___re,re
2460025.464379_Tautenburg___544-5517kHz___10-18.2s___co,co
2459872.527995_Tautenburg___5336-8638kHz___10-11.9s___re,re
2459650.510608_Tautenburg___5517-9745kHz___10-16s___st,st
2459675.592369_Tautenburg___5798-8436kHz___10-11.5s___re,re
2460223.689658_Tautenburg___6322-9644kHz___10-11.4s___st,st
2460042.486316_Tautenburg___5135-8840kHz___10-11.9s___re,re
2460370.387075_Tautenburg___503-3161kHz___10-79s___h.,h.
2459869.344724_Tautenburg___6524-9343kHz___10-10.6s___st,st
2459648.707018_Tautenburg___6745-10450kHz___10-11.1s___st,st
2460231.709596_Tautenburg___6382-11436kHz___0-2m30s___background,background
2460272.758952_Tautenburg___5900-8356kHz___10-11.3s___re,re
2460025.425882_Tautenburg___1490-3967kHz___10-22.3s___t.,t.
2459834.287679_Tautenburg___665-5256kHz___10-89s___h.,h.
2459862.371249_Tautenburg___6503-9825kHz___10-10.9s___st,st
2460252.631548_Tautenburg___443-8638kHz___0-2m30s___background,background
2459862.418594_Tautenburg___5738-8718kHz___10-11.2s___st,st
2460226.643114_Tautenburg___6544-9725kHz___10-10.8s___st,st
2459695.357507_Tautenburg___6000-10430kHz___10-16s___st,st
2459865.672154_Tautenburg___6383-9383kHz___10-11s___st,st
2459863.432752_Tautenburg___6342-9906kHz___10-11s___st,st
2459862.442142_Tautenburg___6604-10208kHz___10-11s___st,st
2459862.369961_Tautenburg___6142-9363kHz___10-11.3s___st,st
2460026.377425_Tautenburg___5155-8860kHz___10-11.1s___re,re
2460369.302320_Tautenburg___262-3705kHz___0-2m30s___background,background
2460223.580674_Tautenburg___6020-10007kHz___0-2m30s___background,background
2460226.408629_Tautenburg___6101-10410kHz___0-2m30s___background,background
2460226.406098_Tautenburg___5899-10631kHz___10-13.7s___st,st
2460201.546978_Tautenburg___5819-9886kHz___10-18.9s___st,st
2459859.634486_Tautenburg___5859-9101kHz___10-10.9s___r.,r.
2460226.367830_Tautenburg___6282-10309kHz___10-11.2s___st,st
2460022.681294_Tautenburg___4450-10188kHz___10-13.2s___re,re
2459847.504579_Tautenburg___6302-9725kHz___10-11s___st,st
2460208.676546_Tautenburg___5416-9322kHz___10-11.6s___b.,b.
2460259.732018_Tautenburg___5779-9504kHz___0-2m30s___background,background
2459828.655828_Tautenburg___6222-10833kHz___10-19s___st,st
2459626.397804_Tautenburg___1942-4875kHz___10-12.5s___gr,gr
2460226.408629_Tautenburg___6101-10410kHz___10-13.6s___st,st
2459862.586734_Tautenburg___6543-10087kHz___10-11.1s___st,st
2459862.356217_Tautenburg___5698-9101kHz___10-10.9s___st,st
2460274.301018_Tautenburg___484-8779kHz___10-16.1s___to,to
2460234.700368_Tautenburg___5758-10188kHz___10-11.9s___st,st
2460215.220870_Tautenburg___6926-10470kHz___10-10.8s___st,st
2459869.391632_Tautenburg___6121-8295kHz___10-10.9s___re,re
2460258.741162_Tautenburg___5537-9483kHz___10-12.1s___b.,b.
2459863.412600_Tautenburg___6947-9524kHz___10-11s___st,st
2460234.387673_Tautenburg___5497-8638kHz___10-11.8s___re,re
2460235.194161_Tautenburg___6323-10410kHz___10-13.9s___st,st
2459863.662159_Tautenburg___6222-9363kHz___10-10.9s___st,st
2460213.669735_Tautenburg___6101-10490kHz___10-14.3s___st,st
2460364.504245_Tautenburg___323-5316kHz___0-2m30s___background,background
2459852.685231_Tautenburg___6705-9745kHz___10-11.1s___st,st
2460269.618682_Tautenburg___5537-8477kHz___10-11.8s___re,re
2459862.317471_Tautenburg___5678-8618kHz___10-11.4s___re,re
2460228.463665_Tautenburg___6946-10812kHz___10-11.8s___st,st
2459626.341944_Tautenburg___1074-5122kHz___0-2m30s___background,background
2459852.264305_Tautenburg___544-3081kHz___10-11s___h.,h.
2460007.408949_Tautenburg___1168-2658kHz___0-2m30s___background,background
2459895.576143_Tautenburg___6060-8416kHz___10-11.2s___re,re
2460031.287087_Tautenburg___705-5900kHz___10-38.5s___co,co
2459835.469310_Tautenburg___6846-9645kHz___10-10.7s___st,st
2459845.657769_Tautenburg___5779-9866kHz___10-10.9s___st,st
2460218.332666_Tautenburg___262-6403kHz___10-241.4s___to,to
2460243.726444_Tautenburg___5678-8738kHz___10-11.1s___b.,b.
2459862.575039_Tautenburg___6826-9725kHz___10-11.1s___st,st
2460214.277886_Tautenburg___282-3000kHz___0-2m30s___background,background
2459865.454382_Tautenburg___5597-8597kHz___10-11.2s___re,re
2459655.443403_Tautenburg___5417-8618kHz___0-2m30s___background,background
2460212.623460_Tautenburg___6161-10953kHz___10-11.4s___st,st
2460235.700878_Tautenburg___6343-10108kHz___10-13.9s___st,st
2460202.521286_Tautenburg___484-4249kHz___10-12s___h.,h.
2460010.287208_Tautenburg___6202-10893kHz___10-11.7s___st,st
2460259.731073_Tautenburg___6061-9182kHz___10-11.6s___re,re
2460244.421081_Tautenburg___5879-8597kHz___10-11.6s___re,re
2460248.724614_Tautenburg___6886-9463kHz___10-11.8s___re,re
2460244.500171_Tautenburg___6463-10107kHz___10-11.3s___st,st
2459704.492294_Tautenburg___2658-8980kHz___0-2m30s___background,background
2460203.647297_Tautenburg___5960-9504kHz___10-11.3s___st,st
2459865.682977_Tautenburg___6121-8577kHz___10-11.1s___b.,b.
2460251.598545_Tautenburg___524-3846kHz___10-18.8s___to,to
2460264.744579_Tautenburg___5497-9383kHz___10-24.5s___b.,b.
2459998.278178_Tautenburg___464-4491kHz___10-65.7s___co,co
2460231.710185_Tautenburg___6544-9967kHz___0-2m30s___background,background
2459862.418117_Tautenburg___6644-9684kHz___10-11.3s___st,st
2460215.577479_Tautenburg___6222-10611kHz___10-11.6s___st,st
2459865.451374_Tautenburg___5637-8577kHz___10-10.7s___st,st
2459862.539436_Tautenburg___6443-11175kHz___10-10.9s___st,st
2460226.306270_Tautenburg___6061-9766kHz___10-11.7s___st,st
2459872.475772_Tautenburg___6282-8718kHz___10-10.9s___st,st
2460218.239147_Tautenburg___81-3182kHz___10-80.7s___eo,eo
2460226.596967_Tautenburg___5557-10349kHz___0-2m30s___background,background
2459997.560243_Tautenburg___605-2880kHz___0-2m30s___background,background
2460236.382563_Tautenburg___5316-11376kHz___10-11.3s___st,st
2460215.687481_Tautenburg___5437-8820kHz___10-11.3s___b.,b.
2459853.301085_Tautenburg___544-4893kHz___0-2m30s___background,background
2460212.218612_Tautenburg___6564-10732kHz___0-2m30s___background,background
2460362.461236_Tautenburg___926-4188kHz___10-36.1s___co,co
2459999.281157_Tautenburg___2295-6785kHz___0-2m30s___background,background
2459865.593658_Tautenburg___6302-9584kHz___10-10.9s___st,st
2460244.403420_Tautenburg___5759-9101kHz___0-2m30s___background,background
2460241.291331_Tautenburg___5759-8658kHz___10-11.2s___re,re
2460244.347015_Tautenburg___6141-10450kHz___10-11.1s___st,st
2460227.472662_Tautenburg___5155-9504kHz___10-11.7s___st,st
2459872.475405_Tautenburg___1691-7127kHz___10-18.8s___s.,s.
2459864.480113_Tautenburg___6382-9624kHz___10-11.4s___st,st
2459865.329588_Tautenburg___6625-11034kHz___10-11.3s___st,st
2460201.324168_Tautenburg___423-2416kHz___10-20.4s___to,to
2459684.426099_Tautenburg___483-3825kHz___0-2m30s___background,background
2459862.394173_Tautenburg___6846-10369kHz___10-11.1s___st,st
2460023.364323_Tautenburg___4853-8517kHz___10-12.3s___re,re
2460257.248831_Tautenburg___665-2880kHz___10-77.8s___gj,gj
2460212.679538_Tautenburg___7027-10853kHz___10-11.6s___st,st
2459627.748027_Tautenburg___6031-8695kHz___10-11.3s___b.,b.
2460187.267519_Tautenburg___6221-10409kHz___0-2m30s___background,background
2460226.513495_Tautenburg___6021-9504kHz___10-11.3s___st,st
2460234.359475_Tautenburg___262-6302kHz___0-2m30s___background,background
2460248.367151_Tautenburg___5860-9001kHz___10-10.8s___re,re
2460234.700262_Tautenburg___5860-9021kHz___10-13.6s___st,st
2459655.443403_Tautenburg___5417-8618kHz___10-14.2s___re,re
2460205.663209_Tautenburg___5678-9705kHz___0-2m30s___background,background
2459865.558137_Tautenburg___6464-9987kHz___10-11.3s___st,st
2460265.435252_Tautenburg___5980-8316kHz___10-11.3s___re,re
2459862.601945_Tautenburg___6343-8920kHz___10-10.8s___st,st
2460251.724544_Tautenburg___6362-8758kHz___0-2m30s___background,background
2460226.542846_Tautenburg___6705-10732kHz___10-11.6s___st,st
2460213.676210_Tautenburg___6021-10048kHz___10-11.1s___st,st
2460206.646826_Tautenburg___6443-10128kHz___10-11.4s___st,st
2459868.498729_Tautenburg___6342-9342kHz___10-11.4s___st,st
2460213.548794_Tautenburg___6202-10269kHz___10-11.3s___st,st
2459862.445974_Tautenburg___6986-10812kHz___10-11s___st,st
2459680.426497_Tautenburg___6464-9323kHz___10-11s___st,st
2460250.564644_Tautenburg___5135-8618kHz___10-11.5s___re,re
2460203.539266_Tautenburg___162-7269kHz___10-111.1s___to,to
2460231.709596_Tautenburg___6382-11436kHz___10-15s___st,st
2460247.721287_Tautenburg___5839-9403kHz___10-12.2s___re,re
2459852.682329_Tautenburg___6785-10107kHz___10-10.6s___st,st
2459894.405663_Tautenburg___5215-9161kHz___10-11.8s___re,re
2460236.488563_Tautenburg___5598-9303kHz___0-2m30s___background,background
2460022.610043_Tautenburg___5638-9524kHz___10-11.5s___re,re
2460269.730834_Tautenburg___6182-8799kHz___10-11s___re,re
2460265.750411_Tautenburg___5517-9705kHz___0-2m30s___background,background
2460214.464312_Tautenburg___6363-10128kHz___0-2m30s___background,background
2460027.255510_Tautenburg___4551-8598kHz___10-11.7s___re,re
2460212.413002_Tautenburg___6886-10349kHz___10-11.3s___st,st
2460243.726486_Tautenburg___6202-9121kHz___10-11.5s___b.,b.
2460259.533818_Tautenburg___5739-8618kHz___10-11.9s___re,re
2460426.623785_Tautenburg___564-5497kHz___10-18.9s___to,to
2460240.628050_Tautenburg___6242-10188kHz___10-11.7s___st,st
2460234.702007_Tautenburg___5799-9403kHz___10-11.2s___st,st
2460229.706065_Tautenburg___6766-10571kHz___10-11.3s___st,st
2460022.482381_Tautenburg___946-3402kHz___10-18.9s___t.,t.
2460269.163431_Tautenburg___5456-8758kHz___10-11.6s___b.,b.
2460271.721785_Tautenburg___6122-8739kHz___10-11.1s___re,re
2459857.401841_Tautenburg___5497-8356kHz___10-10.7s___st,st
2460001.731799_Tautenburg___1551-3202kHz___10-35.7s___bf,bf
2459681.529456_Tautenburg___6020-8778kHz___10-11.7s___re,re
2460226.493558_Tautenburg___5194-10248kHz___10-11.4s___st,st
2460259.728464_Tautenburg___6141-10128kHz___10-11.7s___st,st
2459686.462165_Tautenburg___1027-5638kHz___10-14.6s___mh,mh
2459665.322360_Tautenburg___5336-8799kHz___10-11.5s___re,re
2460267.749048_Tautenburg___5940-9463kHz___10-11.6s___b.,b.
2460223.621664_Tautenburg___5638-9101kHz___10-11.8s___re,re
2460037.380248_Tautenburg___644-6664kHz___10-52.7s___mh,mh
2460212.586511_Tautenburg___6222-9705kHz___10-11.6s___st,st
2460255.732176_Tautenburg___5658-8920kHz___10-11.5s___re,re
2460243.357136_Tautenburg___5859-9523kHz___10-11.1s___st,st
2459845.552899_Tautenburg___6100-9644kHz___10-10.7s___st,st
2459998.683029_Tautenburg___5658-9121kHz___10-11.8s___re,re
2460235.470193_Tautenburg___6644-10510kHz___10-11.2s___st,st
2460432.615749_Tautenburg___6484-11095kHz___10-11.4s___st,st
2460211.673599_Tautenburg___6201-10329kHz___0-2m30s___background,background
2459689.631463_Tautenburg___5557-9201kHz___10-11.5s___st,st
2459628.733948_Tautenburg___1838-5886kHz___10-11s___s.,s.
2459650.644741_Tautenburg___5819-9383kHz___10-11.2s___st,st
2460205.663073_Tautenburg___6181-10027kHz___0-2m30s___background,background
2460023.503981_Tautenburg___5819-8598kHz___10-11.6s___re,re
2460274.754703_Tautenburg___6080-9040kHz___10-11.2s___b.,b.
2460022.581150_Tautenburg___5276-8739kHz___10-12s___re,re
2459845.524700_Tautenburg___6564-9785kHz___10-11s___st,st
2460267.759377_Tautenburg___5597-8859kHz___10-11.3s___b.,b.
2460251.709067_Tautenburg___6121-9423kHz___10-11.8s___re,re
2459847.681895_Tautenburg___6181-9141kHz___10-11.1s___st,st
2460027.678751_Tautenburg___5839-9282kHz___10-11.5s___re,re
2459862.369882_Tautenburg___6806-9866kHz___10-11.1s___st,st
2459862.653053_Tautenburg___7249-11276kHz___10-10.6s___st,st
2460033.506948_Tautenburg___5457-8940kHz___10-12s___re,re
2460234.198788_Tautenburg___5779-10410kHz___0-2m30s___background,background
2459846.667105_Tautenburg___6403-9524kHz___10-10.9s___st,st
2460235.482122_Tautenburg___6604-11154kHz___10-11.3s___st,st
2459862.339822_Tautenburg___5597-9805kHz___10-11.2s___st,st
2460179.388796_Tautenburg___608-5597kHz___0-2m30s___background,background
2460235.277679_Tautenburg___5637-8899kHz___10-11.5s___re,re
2459862.598975_Tautenburg___6021-10068kHz___10-11s___st,st
2459862.336996_Tautenburg___6322-10288kHz___10-11.2s___st,st
2459846.681041_Tautenburg___7028-10229kHz___10-10.6s___st,st
2460252.726137_Tautenburg___5860-9343kHz___10-11.3s___re,re
2459862.554353_Tautenburg___5799-9161kHz___10-11.5s___st,st
2460250.686810_Tautenburg___5980-9604kHz___10-11.5s___st,st
2459820.369494_Tautenburg___4289-8316kHz___0-2m30s___background,background
2460376.279480_Tautenburg___523-4711kHz___0-2m30s___background,background
2460259.167717_Tautenburg___5658-8416kHz___0-2m30s___background,background
2460194.654090_Tautenburg___5557-9503kHz___10-12s___st,st
2459862.597132_Tautenburg___5477-8175kHz___10-11.4s___re,re
2460022.516435_Tautenburg___322-5456kHz___0-2m30s___background,background
2460265.727373_Tautenburg___5296-8075kHz___10-11.7s___re,re
2460229.686322_Tautenburg___5758-9926kHz___10-11.7s___st,st
2460198.315361_Tautenburg___342-6966kHz___10-25.7s___to,to
2459857.449429_Tautenburg___6927-10330kHz___10-11s___st,st
2459852.292165_Tautenburg___6061-8658kHz___10-11.2s___re,re
2459630.734614_Tautenburg___6465-11463kHz___10-11.1s___st,st
2460248.234958_Tautenburg___6242-9383kHz___10-11.6s___st,st
2460252.167973_Tautenburg___5095-8900kHz___10-15.8s___re,re
2459834.451548_Tautenburg___705-4390kHz___10-80.4s___h.,h.
2460044.542799_Tautenburg___4812-8517kHz___10-11.5s___re,re
2460216.426622_Tautenburg___443-8275kHz___0-2m30s___background,background
2459862.580203_Tautenburg___6161-9423kHz___10-10.9s___st,st
2460268.758339_Tautenburg___5436-9584kHz___0-2m30s___background,background
2460233.699319_Tautenburg___6041-10712kHz___10-15.7s___st,st
2460252.472648_Tautenburg___5034-8719kHz___10-11.9s___re,re
2460248.724680_Tautenburg___6141-8940kHz___10-11.9s___re,re
2460190.665157_Tautenburg___3765-7389kHz___10-19.9s___tp,tp
2459847.543549_Tautenburg___6061-8980kHz___10-11.1s___st,st
2460022.660612_Tautenburg___4590-9926kHz___10-12.9s___re,re
2460264.156942_Tautenburg___5960-9624kHz___10-11.4s___b.,b.
2459897.167707_Tautenburg___5779-9403kHz___10-11.8s___re,re
2459859.639517_Tautenburg___6685-10047kHz___10-11.8s___st,st
2459628.650708_Tautenburg___1818-5391kHz___10-11.2s___s.,s.
2459870.517153_Tautenburg___5759-8558kHz___10-10.8s___st,st
2460207.678866_Tautenburg___6061-10752kHz___10-13.8s___st,st
2459864.432417_Tautenburg___604-3362kHz___0-2m30s___background,background
2459870.530775_Tautenburg___6061-9544kHz___10-11.1s___st,st
2460201.572842_Tautenburg___624-9564kHz___10-18.2s___to,to
2459655.663046_Tautenburg___5537-9181kHz___10-11.2s___st,st
2459859.513509_Tautenburg___6101-10007kHz___10-10.8s___st,st
2460022.684825_Tautenburg___5336-8658kHz___0-2m30s___background,background
2459872.198622_Tautenburg___6040-8678kHz___10-11s___re,re
2460235.696830_Tautenburg___282-9383kHz___0-2m30s___background,background
2459857.338398_Tautenburg___6141-9745kHz___10-11s___st,st
2459864.432417_Tautenburg___604-3362kHz___10-161.1s___h.,h.
2459655.436487_Tautenburg___5417-9142kHz___10-11.7s___re,re
2460259.171299_Tautenburg___6282-8738kHz___10-11.2s___b.,b.
2460242.287979_Tautenburg___5557-8678kHz___10-11.1s___re,re
2460383.493330_Tautenburg___5114-8482kHz___10-12.1s___re,re
2459847.578086_Tautenburg___6020-8778kHz___10-11.2s___st,st
2460197.321149_Tautenburg___504-3283kHz___10-52.7s___h.,h.
2460226.572794_Tautenburg___5960-10168kHz___10-11.5s___st,st
2459862.274343_Tautenburg___6846-10531kHz___10-11s___st,st
2459870.480135_Tautenburg___5860-8719kHz___10-11.2s___re,re
2459997.670671_Tautenburg___5034-8618kHz___10-11.4s___re,re
2460257.172443_Tautenburg___5678-9423kHz___0-2m30s___background,background
2460248.405557_Tautenburg___5920-8719kHz___10-11.2s___re,re
2459907.258579_Tautenburg___5859-8275kHz___10-11.3s___re,re
2460251.729965_Tautenburg___5095-9464kHz___0-2m30s___background,background
2460213.665094_Tautenburg___6927-11256kHz___10-11.6s___st,st
2459836.493915_Tautenburg___6282-10148kHz___10-11.1s___st,st
2460213.264501_Tautenburg___423-4591kHz___0-2m30s___background,background
2460214.319267_Tautenburg___684-5416kHz___0-2m30s___background,background
2459995.729049_Tautenburg___1490-6584kHz___10-15.6s___s.,s.
2459836.476957_Tautenburg___5436-9926kHz___10-11.2s___st,st
2460242.510414_Tautenburg___6221-9765kHz___10-11.4s___st,st
2460227.514991_Tautenburg___6323-10108kHz___10-11.4s___st,st
2460213.674744_Tautenburg___6242-10732kHz___0-2m30s___background,background
2460241.338053_Tautenburg___5980-11376kHz___0-2m30s___background,background
2460226.409540_Tautenburg___6302-10913kHz___10-11.8s___st,st
2460258.739870_Tautenburg___5638-8980kHz___10-11.2s___re,re
2460406.639291_Tautenburg___5678-8859kHz___0-2m30s___background,background
2460234.694260_Tautenburg___6342-9886kHz___10-11.5s___st,st
2460214.680131_Tautenburg___5980-9987kHz___10-11.3s___st,st
2460255.158337_Tautenburg___5517-9987kHz___10-11.5s___re,re
2460195.556292_Tautenburg___0-2034kHz___10-42.6s___eo,eo
2459872.695609_Tautenburg___6222-9645kHz___10-11s___st,st
2459652.685285_Tautenburg___6302-11658kHz___10-12.5s___st,st
2460022.371660_Tautenburg___5658-8094kHz___10-11.5s___re,re
2459867.678072_Tautenburg___6765-10369kHz___10-10.9s___st,st
2460048.550605_Tautenburg___5698-9624kHz___10-11.6s___re,re
2459874.684693_Tautenburg___6081-10631kHz___10-11.4s___st,st
2460400.654990_Tautenburg___474-2644kHz___10-17.6s___to,to
2459859.331881_Tautenburg___1430-4732kHz___0-2m30s___background,background
2460364.530136_Tautenburg___222-1833kHz___10-19.3s___eo,eo
2460193.571605_Tautenburg___403-10088kHz___10-49.9s___to,to
2459859.657459_Tautenburg___6061-9162kHz___10-11.2s___st,st
2460218.337820_Tautenburg___604-4752kHz___10-166.5s___to,to
2459684.449271_Tautenburg___5034-7893kHz___10-11.3s___re,re
