filename,juliandate,loc,low_freq,high_freq,start,end,species,species_eng,species_ger
2459848.678695_Tautenburg___2356-6947kHz___10-11.5s___s.,2459848.678695,Tautenburg,2356.0,6947,10,11.5,s.,Skylark/Feldlerche,
2459848.681213_Tautenburg___6484-11075kHz___10-10.5s___st,2459848.681213,Tautenburg,6484.0,11075,10,10.5,st,Song Thrush/Singdrossel,
2459848.685161_Tautenburg___6182-9283kHz___10-11.1s___r.,2459848.685161,Tautenburg,6182.0,9283,10,11.1,r.,Robin/Rotkehlchen,
2459849.670193_Tautenburg___6100-9926kHz___10-11.3s___st,2459849.670193,Tautenburg,6100.0,9926,10,11.3,st,Song Thrush/Singdrossel,
2459850.491999_Tautenburg___6222-11376kHz___10-11.1s___st,2459850.491999,Tautenburg,6222.0,11376,10,11.1,st,Song Thrush/Singdrossel,
2459850.523965_Tautenburg___5940-9343kHz___10-11s___st,2459850.523965,Tautenburg,5940.0,9343,10,11.0,st,Song Thrush/Singdrossel,
2459850.564336_Tautenburg___6483-9765kHz___10-10.9s___st,2459850.564336,Tautenburg,6483.0,9765,10,10.9,st,Song Thrush/Singdrossel,
2459851.411382_Tautenburg___5839-9423kHz___10-11.3s___st,2459851.411382,Tautenburg,5839.0,9423,10,11.3,st,Song Thrush/Singdrossel,
2459851.501591_Tautenburg___6081-10188kHz___10-10.8s___st,2459851.501591,Tautenburg,6081.0,10188,10,10.8,st,Song Thrush/Singdrossel,
2459851.514406_Tautenburg___6584-9866kHz___10-11s___st,2459851.514406,Tautenburg,6584.0,9866,10,11.0,st,Song Thrush/Singdrossel,
2459851.636763_Tautenburg___7068-10571kHz___10-11.3s___st,2459851.636763,Tautenburg,7068.0,10571,10,11.3,st,Song Thrush/Singdrossel,
2459851.687212_Tautenburg___6765-9705kHz___10-10.9s___st,2459851.687212,Tautenburg,6765.0,9705,10,10.9,st,Song Thrush/Singdrossel,
2459852.235400_Tautenburg___7208-9987kHz___10-11.1s___st,2459852.2354,Tautenburg,7208.0,9987,10,11.1,st,Song Thrush/Singdrossel,
2459852.264305_Tautenburg___544-3081kHz___10-11s___h.,2459852.264305,Tautenburg,544.0,3081,10,11.0,h.,Grey Heron/Graureiher,
2459852.292165_Tautenburg___6061-8658kHz___10-11.2s___re,2459852.292165,Tautenburg,6061.0,8658,10,11.2,re,Redwing/Rotdrossel,
2459852.308542_Tautenburg___6101-9443kHz___10-11.3s___st,2459852.308542,Tautenburg,6101.0,9443,10,11.3,st,Song Thrush/Singdrossel,
2459852.308567_Tautenburg___5839-8940kHz___10-11.3s___st,2459852.308567,Tautenburg,5839.0,8940,10,11.3,st,Song Thrush/Singdrossel,
2459852.308602_Tautenburg___5638-9282kHz___10-11.1s___st,2459852.308602,Tautenburg,5638.0,9282,10,11.1,st,Song Thrush/Singdrossel,
2459852.390320_Tautenburg___1731-7087kHz___10-14.9s___s.,2459852.39032,Tautenburg,1731.0,7087,10,14.9,s.,Skylark/Feldlerche,
2459852.551211_Tautenburg___6081-9222kHz___10-10.9s___st,2459852.551211,Tautenburg,6081.0,9222,10,10.9,st,Song Thrush/Singdrossel,
2459852.666811_Tautenburg___6705-11255kHz___10-11.2s___st,2459852.666811,Tautenburg,6705.0,11255,10,11.2,st,Song Thrush/Singdrossel,
2459852.666881_Tautenburg___6705-11155kHz___10-10.9s___st,2459852.666881,Tautenburg,6705.0,11155,10,10.9,st,Song Thrush/Singdrossel,
2459852.674558_Tautenburg___6423-9866kHz___10-11.3s___st,2459852.674558,Tautenburg,6423.0,9866,10,11.3,st,Song Thrush/Singdrossel,
2459852.681103_Tautenburg___1531-5598kHz___10-23.8s___s.,2459852.681103,Tautenburg,1531.0,5598,10,23.8,s.,Skylark/Feldlerche,
2459852.681334_Tautenburg___1692-5719kHz___10-11.5s___s.,2459852.681334,Tautenburg,1692.0,5719,10,11.5,s.,Skylark/Feldlerche,
2459852.682234_Tautenburg___7108-9927kHz___10-11s___st,2459852.682234,Tautenburg,7108.0,9927,10,11.0,st,Song Thrush/Singdrossel,
2459852.682329_Tautenburg___6785-10107kHz___10-10.6s___st,2459852.682329,Tautenburg,6785.0,10107,10,10.6,st,Song Thrush/Singdrossel,
2459852.683872_Tautenburg___6906-10490kHz___10-10.7s___st,2459852.683872,Tautenburg,6906.0,10490,10,10.7,st,Song Thrush/Singdrossel,
2459852.685231_Tautenburg___6705-9745kHz___10-11.1s___st,2459852.685231,Tautenburg,6705.0,9745,10,11.1,st,Song Thrush/Singdrossel,
2459853.240132_Tautenburg___6303-9786kHz___10-11.1s___st,2459853.240132,Tautenburg,6303.0,9786,10,11.1,st,Song Thrush/Singdrossel,
2459853.301085_Tautenburg___544-4893kHz___10-137.1s___h.,2459853.301085,Tautenburg,544.0,4893,10,137.1,h.,Grey Heron/Graureiher,
2459853.304764_Tautenburg___5235-9141kHz___10-11.3s___st,2459853.304764,Tautenburg,5235.0,9141,10,11.3,st,Song Thrush/Singdrossel,
2459853.313092_Tautenburg___6142-9947kHz___10-11.7s___st,2459853.313092,Tautenburg,6142.0,9947,10,11.7,st,Song Thrush/Singdrossel,
2459853.334866_Tautenburg___5859-9765kHz___10-11.4s___st,2459853.334866,Tautenburg,5859.0,9765,10,11.4,st,Song Thrush/Singdrossel,
2459853.346478_Tautenburg___6402-10228kHz___10-10.9s___st,2459853.346478,Tautenburg,6402.0,10228,10,10.9,st,Song Thrush/Singdrossel,
2459853.386496_Tautenburg___5718-9705kHz___10-10.8s___st,2459853.386496,Tautenburg,5718.0,9705,10,10.8,st,Song Thrush/Singdrossel,
2459853.392361_Tautenburg___6020-10329kHz___10-11.5s___st,2459853.392361,Tautenburg,6020.0,10329,10,11.5,st,Song Thrush/Singdrossel,
2459853.413532_Tautenburg___6000-9987kHz___10-10.8s___st,2459853.413532,Tautenburg,6000.0,9987,10,10.8,st,Song Thrush/Singdrossel,
2459853.432462_Tautenburg___6222-9081kHz___10-10.9s___st,2459853.432462,Tautenburg,6222.0,9081,10,10.9,st,Song Thrush/Singdrossel,
2459853.542344_Tautenburg___6725-10188kHz___10-11.1s___st,2459853.542344,Tautenburg,6725.0,10188,10,11.1,st,Song Thrush/Singdrossel,
2459853.591297_Tautenburg___6483-11235kHz___10-11.9s___st,2459853.591297,Tautenburg,6483.0,11235,10,11.9,st,Song Thrush/Singdrossel,
2459853.670554_Tautenburg___6524-10631kHz___10-11.6s___st,2459853.670554,Tautenburg,6524.0,10631,10,11.6,st,Song Thrush/Singdrossel,
2459853.686284_Tautenburg___6564-10913kHz___10-11.8s___st,2459853.686284,Tautenburg,6564.0,10913,10,11.8,st,Song Thrush/Singdrossel,
2459854.281036_Tautenburg___6242-9242kHz___10-11s___st,2459854.281036,Tautenburg,6242.0,9242,10,11.0,st,Song Thrush/Singdrossel,
2459854.311850_Tautenburg___6504-9625kHz___10-10.8s___st,2459854.31185,Tautenburg,6504.0,9625,10,10.8,st,Song Thrush/Singdrossel,
2459854.329891_Tautenburg___806-5980kHz___10-55s___h.,2459854.329891,Tautenburg,806.0,5980,10,55.0,h.,Grey Heron/Graureiher,
2459854.486225_Tautenburg___6182-9383kHz___10-11s___st,2459854.486225,Tautenburg,6182.0,9383,10,11.0,st,Song Thrush/Singdrossel,
2459854.493242_Tautenburg___5919-9805kHz___10-11.1s___st,2459854.493242,Tautenburg,5919.0,9805,10,11.1,st,Song Thrush/Singdrossel,
2459854.664820_Tautenburg___6886-10329kHz___10-11.8s___st,2459854.66482,Tautenburg,6886.0,10329,10,11.8,st,Song Thrush/Singdrossel,
2459854.677762_Tautenburg___6222-9343kHz___10-11.5s___st,2459854.677762,Tautenburg,6222.0,9343,10,11.5,st,Song Thrush/Singdrossel,
2459855.447247_Tautenburg___6503-9785kHz___10-10.7s___st,2459855.447247,Tautenburg,6503.0,9785,10,10.7,st,Song Thrush/Singdrossel,
2459855.503461_Tautenburg___6121-10490kHz___10-10.5s___st,2459855.503461,Tautenburg,6121.0,10490,10,10.5,st,Song Thrush/Singdrossel,
2459855.512562_Tautenburg___6322-10007kHz___10-11s___st,2459855.512562,Tautenburg,6322.0,10007,10,11.0,st,Song Thrush/Singdrossel,
2459855.533168_Tautenburg___6201-9845kHz___10-10.8s___st,2459855.533168,Tautenburg,6201.0,9845,10,10.8,st,Song Thrush/Singdrossel,
2459855.564023_Tautenburg___6302-9906kHz___10-11.4s___st,2459855.564023,Tautenburg,6302.0,9906,10,11.4,st,Song Thrush/Singdrossel,
2459855.580851_Tautenburg___6725-10571kHz___10-11.1s___st,2459855.580851,Tautenburg,6725.0,10571,10,11.1,st,Song Thrush/Singdrossel,
2459855.583303_Tautenburg___6141-9866kHz___10-10.7s___st,2459855.583303,Tautenburg,6141.0,9866,10,10.7,st,Song Thrush/Singdrossel,
2459855.586755_Tautenburg___6725-10470kHz___10-11.3s___st,2459855.586755,Tautenburg,6725.0,10470,10,11.3,st,Song Thrush/Singdrossel,
2459855.634160_Tautenburg___6443-10067kHz___10-10.8s___st,2459855.63416,Tautenburg,6443.0,10067,10,10.8,st,Song Thrush/Singdrossel,
2459855.670787_Tautenburg___6644-10510kHz___10-10.9s___st,2459855.670787,Tautenburg,6644.0,10510,10,10.9,st,Song Thrush/Singdrossel,
2459855.681054_Tautenburg___7208-10913kHz___10-11s___st,2459855.681054,Tautenburg,7208.0,10913,10,11.0,st,Song Thrush/Singdrossel,
2459855.687166_Tautenburg___7088-10551kHz___10-11.2s___st,2459855.687166,Tautenburg,7088.0,10551,10,11.2,st,Song Thrush/Singdrossel,
2459855.687263_Tautenburg___6343-9786kHz___10-10.6s___st,2459855.687263,Tautenburg,6343.0,9786,10,10.6,st,Song Thrush/Singdrossel,
2459856.256261_Tautenburg___464-3303kHz___10-44.4s___wg,2459856.256261,Tautenburg,464.0,3303,10,44.4,wg,White-fronted Goose/Blaessgans,
2459856.399620_Tautenburg___705-3363kHz___10-91.6s___wg,2459856.39962,Tautenburg,705.0,3363,10,91.6,wg,White-fronted Goose/Blaessgans,
2459856.405227_Tautenburg___7248-10550kHz___10-11.4s___st,2459856.405227,Tautenburg,7248.0,10550,10,11.4,st,Song Thrush/Singdrossel,
2459856.429160_Tautenburg___6302-9946kHz___10-11.4s___st,2459856.42916,Tautenburg,6302.0,9946,10,11.4,st,Song Thrush/Singdrossel,
2459856.430063_Tautenburg___705-3182kHz___10-76s___wg,2459856.430063,Tautenburg,705.0,3182,10,76.0,wg,White-fronted Goose/Blaessgans,
2459856.465980_Tautenburg___5678-9222kHz___10-10.9s___st,2459856.46598,Tautenburg,5678.0,9222,10,10.9,st,Song Thrush/Singdrossel,
2459856.474276_Tautenburg___6121-10913kHz___10-11s___st,2459856.474276,Tautenburg,6121.0,10913,10,11.0,st,Song Thrush/Singdrossel,
2459856.506225_Tautenburg___6987-10309kHz___10-10.9s___st,2459856.506225,Tautenburg,6987.0,10309,10,10.9,st,Song Thrush/Singdrossel,
2459856.536915_Tautenburg___5900-9645kHz___10-11s___st,2459856.536915,Tautenburg,5900.0,9645,10,11.0,st,Song Thrush/Singdrossel,
2459856.539608_Tautenburg___5880-10531kHz___10-10.9s___st,2459856.539608,Tautenburg,5880.0,10531,10,10.9,st,Song Thrush/Singdrossel,
2459856.539655_Tautenburg___6402-9644kHz___10-11.2s___st,2459856.539655,Tautenburg,6402.0,9644,10,11.2,st,Song Thrush/Singdrossel,
2459856.552904_Tautenburg___6967-10591kHz___10-10.9s___st,2459856.552904,Tautenburg,6967.0,10591,10,10.9,st,Song Thrush/Singdrossel,
2459856.590464_Tautenburg___5457-7913kHz___10-11.2s___re,2459856.590464,Tautenburg,5457.0,7913,10,11.2,re,Redwing/Rotdrossel,
2459856.624270_Tautenburg___6302-9242kHz___10-10.7s___st,2459856.62427,Tautenburg,6302.0,9242,10,10.7,st,Song Thrush/Singdrossel,
2459856.627666_Tautenburg___5275-8295kHz___10-11.2s___re,2459856.627666,Tautenburg,5275.0,8295,10,11.2,re,Redwing/Rotdrossel,
2459856.635063_Tautenburg___6222-10148kHz___10-10.8s___st,2459856.635063,Tautenburg,6222.0,10148,10,10.8,st,Song Thrush/Singdrossel,
2459856.640273_Tautenburg___6182-9665kHz___10-11s___st,2459856.640273,Tautenburg,6182.0,9665,10,11.0,st,Song Thrush/Singdrossel,
2459856.656126_Tautenburg___6443-9604kHz___10-10.7s___st,2459856.656126,Tautenburg,6443.0,9604,10,10.7,st,Song Thrush/Singdrossel,
2459856.668650_Tautenburg___5678-9463kHz___10-11s___st,2459856.66865,Tautenburg,5678.0,9463,10,11.0,st,Song Thrush/Singdrossel,
2459856.679706_Tautenburg___6343-9524kHz___10-11s___st,2459856.679706,Tautenburg,6343.0,9524,10,11.0,st,Song Thrush/Singdrossel,
2459856.680253_Tautenburg___5799-9121kHz___10-11.2s___st,2459856.680253,Tautenburg,5799.0,9121,10,11.2,st,Song Thrush/Singdrossel,
2459856.682937_Tautenburg___7108-10229kHz___10-10.7s___st,2459856.682937,Tautenburg,7108.0,10229,10,10.7,st,Song Thrush/Singdrossel,
2459856.684644_Tautenburg___5658-8135kHz___10-10.8s___re,2459856.684644,Tautenburg,5658.0,8135,10,10.8,re,Redwing/Rotdrossel,
2459856.686973_Tautenburg___5778-9322kHz___10-11.1s___st,2459856.686973,Tautenburg,5778.0,9322,10,11.1,st,Song Thrush/Singdrossel,
2459857.287828_Tautenburg___6464-9927kHz___10-10.8s___st,2459857.287828,Tautenburg,6464.0,9927,10,10.8,st,Song Thrush/Singdrossel,
2459857.288280_Tautenburg___6805-10087kHz___10-10.9s___st,2459857.28828,Tautenburg,6805.0,10087,10,10.9,st,Song Thrush/Singdrossel,
2459857.296659_Tautenburg___6383-10168kHz___10-10.7s___st,2459857.296659,Tautenburg,6383.0,10168,10,10.7,st,Song Thrush/Singdrossel,
2459857.303795_Tautenburg___5859-9221kHz___10-10.7s___st,2459857.303795,Tautenburg,5859.0,9221,10,10.7,st,Song Thrush/Singdrossel,
2459857.307432_Tautenburg___6564-9222kHz___10-10.8s___st,2459857.307432,Tautenburg,6564.0,9222,10,10.8,st,Song Thrush/Singdrossel,
2459857.330317_Tautenburg___6282-9363kHz___10-10.8s___st,2459857.330317,Tautenburg,6282.0,9363,10,10.8,st,Song Thrush/Singdrossel,
2459857.338277_Tautenburg___6483-9765kHz___10-11s___st,2459857.338277,Tautenburg,6483.0,9765,10,11.0,st,Song Thrush/Singdrossel,
2459857.338398_Tautenburg___6141-9745kHz___10-11s___st,2459857.338398,Tautenburg,6141.0,9745,10,11.0,st,Song Thrush/Singdrossel,
2459857.349048_Tautenburg___6544-9725kHz___10-11s___st,2459857.349048,Tautenburg,6544.0,9725,10,11.0,st,Song Thrush/Singdrossel,
2459857.372947_Tautenburg___6564-9725kHz___10-11.1s___st,2459857.372947,Tautenburg,6564.0,9725,10,11.1,st,Song Thrush/Singdrossel,
2459857.377335_Tautenburg___7068-10269kHz___10-10.9s___st,2459857.377335,Tautenburg,7068.0,10269,10,10.9,st,Song Thrush/Singdrossel,
2459857.383711_Tautenburg___5517-9645kHz___10-10.9s___st,2459857.383711,Tautenburg,5517.0,9645,10,10.9,st,Song Thrush/Singdrossel,
2459857.397467_Tautenburg___6544-10208kHz___10-10.9s___st,2459857.397467,Tautenburg,6544.0,10208,10,10.9,st,Song Thrush/Singdrossel,
2459857.401841_Tautenburg___5497-8356kHz___10-10.7s___st,2459857.401841,Tautenburg,5497.0,8356,10,10.7,st,Song Thrush/Singdrossel,
2459857.449429_Tautenburg___6927-10330kHz___10-11s___st,2459857.449429,Tautenburg,6927.0,10330,10,11.0,st,Song Thrush/Singdrossel,
2459857.457530_Tautenburg___6282-10007kHz___10-10.9s___st,2459857.45753,Tautenburg,6282.0,10007,10,10.9,st,Song Thrush/Singdrossel,
2459857.505708_Tautenburg___6021-9786kHz___10-10.9s___st,2459857.505708,Tautenburg,6021.0,9786,10,10.9,st,Song Thrush/Singdrossel,
2459857.521903_Tautenburg___6564-10108kHz___10-10.6s___st,2459857.521903,Tautenburg,6564.0,10108,10,10.6,st,Song Thrush/Singdrossel,
2459857.521913_Tautenburg___6181-9503kHz___10-10.6s___st,2459857.521913,Tautenburg,6181.0,9503,10,10.6,st,Song Thrush/Singdrossel,
2459857.583919_Tautenburg___6221-10369kHz___10-10.7s___st,2459857.583919,Tautenburg,6221.0,10369,10,10.7,st,Song Thrush/Singdrossel,
2459857.584675_Tautenburg___6464-10229kHz___10-10.8s___st,2459857.584675,Tautenburg,6464.0,10229,10,10.8,st,Song Thrush/Singdrossel,
2459857.586302_Tautenburg___6101-9222kHz___10-11s___st,2459857.586302,Tautenburg,6101.0,9222,10,11.0,st,Song Thrush/Singdrossel,
2459857.596889_Tautenburg___7027-10389kHz___10-11s___st,2459857.596889,Tautenburg,7027.0,10389,10,11.0,st,Song Thrush/Singdrossel,
2459857.597484_Tautenburg___6806-9987kHz___10-10.5s___st,2459857.597484,Tautenburg,6806.0,9987,10,10.5,st,Song Thrush/Singdrossel,
2459857.629607_Tautenburg___6584-11034kHz___10-11s___st,2459857.629607,Tautenburg,6584.0,11034,10,11.0,st,Song Thrush/Singdrossel,
2459857.674704_Tautenburg___5940-10027kHz___10-11.2s___st,2459857.674704,Tautenburg,5940.0,10027,10,11.2,st,Song Thrush/Singdrossel,
2459857.686643_Tautenburg___5859-9121kHz___10-11.5s___re,2459857.686643,Tautenburg,5859.0,9121,10,11.5,re,Redwing/Rotdrossel,
2459857.686692_Tautenburg___6463-9886kHz___10-10.9s___st,2459857.686692,Tautenburg,6463.0,9886,10,10.9,st,Song Thrush/Singdrossel,
2459857.687043_Tautenburg___6564-9665kHz___10-10.6s___st,2459857.687043,Tautenburg,6564.0,9665,10,10.6,st,Song Thrush/Singdrossel,
2459858.491675_Tautenburg___7168-9524kHz___10-10.9s___st,2459858.491675,Tautenburg,7168.0,9524,10,10.9,st,Song Thrush/Singdrossel,
2459858.539238_Tautenburg___6262-9524kHz___10-11.2s___st,2459858.539238,Tautenburg,6262.0,9524,10,11.2,st,Song Thrush/Singdrossel,
2459858.558370_Tautenburg___6262-9383kHz___10-11.2s___st,2459858.55837,Tautenburg,6262.0,9383,10,11.2,st,Song Thrush/Singdrossel,
2459858.573583_Tautenburg___6343-9444kHz___10-11s___st,2459858.573583,Tautenburg,6343.0,9444,10,11.0,st,Song Thrush/Singdrossel,
2459858.631133_Tautenburg___6644-9584kHz___10-11.4s___st,2459858.631133,Tautenburg,6644.0,9584,10,11.4,st,Song Thrush/Singdrossel,
2459858.647451_Tautenburg___6081-9685kHz___10-10.7s___st,2459858.647451,Tautenburg,6081.0,9685,10,10.7,st,Song Thrush/Singdrossel,
2459858.661089_Tautenburg___5658-9846kHz___10-10.8s___st,2459858.661089,Tautenburg,5658.0,9846,10,10.8,st,Song Thrush/Singdrossel,
2459858.673952_Tautenburg___6242-8960kHz___10-11.1s___st,2459858.673952,Tautenburg,6242.0,8960,10,11.1,st,Song Thrush/Singdrossel,
2459859.242804_Tautenburg___483-2617kHz___10-98.9s___gj,2459859.242804,Tautenburg,483.0,2617,10,98.9,gj,Greylag Goose/Graugans,
2459859.254288_Tautenburg___6584-10611kHz___10-11s___st,2459859.254288,Tautenburg,6584.0,10611,10,11.0,st,Song Thrush/Singdrossel,
2459859.292484_Tautenburg___5900-9605kHz___10-11.3s___st,2459859.292484,Tautenburg,5900.0,9605,10,11.3,st,Song Thrush/Singdrossel,
2459859.302711_Tautenburg___5779-9081kHz___10-10.7s___st,2459859.302711,Tautenburg,5779.0,9081,10,10.7,st,Song Thrush/Singdrossel,
2459859.312929_Tautenburg___5698-9000kHz___10-11.2s___st,2459859.312929,Tautenburg,5698.0,9000,10,11.2,st,Song Thrush/Singdrossel,
2459859.329177_Tautenburg___7148-10349kHz___10-10.9s___st,2459859.329177,Tautenburg,7148.0,10349,10,10.9,st,Song Thrush/Singdrossel,
2459859.331881_Tautenburg___1430-4732kHz___10-16.5s___s.,2459859.331881,Tautenburg,1430.0,4732,10,16.5,s.,Skylark/Feldlerche,
2459859.361731_Tautenburg___6564-10752kHz___10-11.5s___st,2459859.361731,Tautenburg,6564.0,10752,10,11.5,st,Song Thrush/Singdrossel,
2459859.367773_Tautenburg___6121-10047kHz___10-11.9s___st,2459859.367773,Tautenburg,6121.0,10047,10,11.9,st,Song Thrush/Singdrossel,
2459859.431990_Tautenburg___6342-9604kHz___10-11.2s___st,2459859.43199,Tautenburg,6342.0,9604,10,11.2,st,Song Thrush/Singdrossel,
2459859.433574_Tautenburg___6182-9041kHz___10-11s___st,2459859.433574,Tautenburg,6182.0,9041,10,11.0,st,Song Thrush/Singdrossel,
2459859.454765_Tautenburg___6061-8840kHz___10-11.5s___st,2459859.454765,Tautenburg,6061.0,8840,10,11.5,st,Song Thrush/Singdrossel,
2459859.459513_Tautenburg___6302-10168kHz___10-10.8s___st,2459859.459513,Tautenburg,6302.0,10168,10,10.8,st,Song Thrush/Singdrossel,
2459859.468681_Tautenburg___6161-9765kHz___10-11.1s___st,2459859.468681,Tautenburg,6161.0,9765,10,11.1,st,Song Thrush/Singdrossel,
2459859.478287_Tautenburg___6162-9907kHz___10-11.2s___st,2459859.478287,Tautenburg,6162.0,9907,10,11.2,st,Song Thrush/Singdrossel,
2459859.483256_Tautenburg___6866-10027kHz___10-11.3s___st,2459859.483256,Tautenburg,6866.0,10027,10,11.3,st,Song Thrush/Singdrossel,
2459859.507949_Tautenburg___6362-11094kHz___10-11.2s___st,2459859.507949,Tautenburg,6362.0,11094,10,11.2,st,Song Thrush/Singdrossel,
2459859.513509_Tautenburg___6101-10007kHz___10-10.8s___st,2459859.513509,Tautenburg,6101.0,10007,10,10.8,st,Song Thrush/Singdrossel,
2459859.534596_Tautenburg___6161-10107kHz___10-10.8s___st,2459859.534596,Tautenburg,6161.0,10107,10,10.8,st,Song Thrush/Singdrossel,
2459859.536815_Tautenburg___6202-10007kHz___10-11.2s___st,2459859.536815,Tautenburg,6202.0,10007,10,11.2,st,Song Thrush/Singdrossel,
2459859.563619_Tautenburg___5618-8739kHz___10-10.8s___st,2459859.563619,Tautenburg,5618.0,8739,10,10.8,st,Song Thrush/Singdrossel,
2459859.570612_Tautenburg___6564-10289kHz___10-11s___st,2459859.570612,Tautenburg,6564.0,10289,10,11.0,st,Song Thrush/Singdrossel,
2459859.613194_Tautenburg___5698-9322kHz___10-11.2s___r.,2459859.613194,Tautenburg,5698.0,9322,10,11.2,r.,Robin/Rotkehlchen,
2459859.613245_Tautenburg___5356-8437kHz___10-11.3s___r.,2459859.613245,Tautenburg,5356.0,8437,10,11.3,r.,Robin/Rotkehlchen,
2459859.613302_Tautenburg___5859-8859kHz___10-11.2s___r.,2459859.613302,Tautenburg,5859.0,8859,10,11.2,r.,Robin/Rotkehlchen,
2459859.623883_Tautenburg___5678-8396kHz___10-11.3s___b.,2459859.623883,Tautenburg,5678.0,8396,10,11.3,b.,Blackbird/Amsel,
2459859.633444_Tautenburg___5356-8215kHz___10-10.6s___st,2459859.633444,Tautenburg,5356.0,8215,10,10.6,st,Song Thrush/Singdrossel,
2459859.634486_Tautenburg___5859-9101kHz___10-10.9s___r.,2459859.634486,Tautenburg,5859.0,9101,10,10.9,r.,Robin/Rotkehlchen,
2459859.639517_Tautenburg___6685-10047kHz___10-11.8s___st,2459859.639517,Tautenburg,6685.0,10047,10,11.8,st,Song Thrush/Singdrossel,
2459859.639545_Tautenburg___6484-10471kHz___10-11.1s___st,2459859.639545,Tautenburg,6484.0,10471,10,11.1,st,Song Thrush/Singdrossel,
2459859.657362_Tautenburg___5718-9262kHz___10-11.3s___r.,2459859.657362,Tautenburg,5718.0,9262,10,11.3,r.,Robin/Rotkehlchen,
2459859.657382_Tautenburg___6161-8879kHz___10-11s___r.,2459859.657382,Tautenburg,6161.0,8879,10,11.0,r.,Robin/Rotkehlchen,
2459859.657404_Tautenburg___5879-8859kHz___10-10.8s___r.,2459859.657404,Tautenburg,5879.0,8859,10,10.8,r.,Robin/Rotkehlchen,
2459859.657459_Tautenburg___6061-9162kHz___10-11.2s___st,2459859.657459,Tautenburg,6061.0,9162,10,11.2,st,Song Thrush/Singdrossel,
2459859.657511_Tautenburg___5879-8577kHz___10-11.1s___r.,2459859.657511,Tautenburg,5879.0,8577,10,11.1,r.,Robin/Rotkehlchen,
2459859.663066_Tautenburg___6343-9122kHz___10-10.7s___st,2459859.663066,Tautenburg,6343.0,9122,10,10.7,st,Song Thrush/Singdrossel,
2459859.682166_Tautenburg___6343-10370kHz___10-11s___st,2459859.682166,Tautenburg,6343.0,10370,10,11.0,st,Song Thrush/Singdrossel,
2459859.682181_Tautenburg___6705-9705kHz___10-11s___st,2459859.682181,Tautenburg,6705.0,9705,10,11.0,st,Song Thrush/Singdrossel,
2459859.682261_Tautenburg___6504-9987kHz___10-11.2s___st,2459859.682261,Tautenburg,6504.0,9987,10,11.2,st,Song Thrush/Singdrossel,
2459860.269346_Tautenburg___6162-9323kHz___10-11.4s___st,2459860.269346,Tautenburg,6162.0,9323,10,11.4,st,Song Thrush/Singdrossel,
2459860.292514_Tautenburg___6322-10570kHz___10-11s___st,2459860.292514,Tautenburg,6322.0,10570,10,11.0,st,Song Thrush/Singdrossel,
2459860.298103_Tautenburg___5698-9383kHz___10-11s___st,2459860.298103,Tautenburg,5698.0,9383,10,11.0,st,Song Thrush/Singdrossel,
2459860.299141_Tautenburg___6564-9403kHz___10-11s___st,2459860.299141,Tautenburg,6564.0,9403,10,11.0,st,Song Thrush/Singdrossel,
2459860.303440_Tautenburg___6504-9605kHz___10-10.9s___st,2459860.30344,Tautenburg,6504.0,9605,10,10.9,st,Song Thrush/Singdrossel,
2459860.309342_Tautenburg___6765-11215kHz___10-10.9s___st,2459860.309342,Tautenburg,6765.0,11215,10,10.9,st,Song Thrush/Singdrossel,
2459860.309989_Tautenburg___6826-10611kHz___10-11s___st,2459860.309989,Tautenburg,6826.0,10611,10,11.0,st,Song Thrush/Singdrossel,
2459860.319528_Tautenburg___7027-10269kHz___10-11.2s___st,2459860.319528,Tautenburg,7027.0,10269,10,11.2,st,Song Thrush/Singdrossel,
2459860.321925_Tautenburg___6645-11256kHz___10-10.8s___st,2459860.321925,Tautenburg,6645.0,11256,10,10.8,st,Song Thrush/Singdrossel,
2459860.326607_Tautenburg___6685-10913kHz___10-11.1s___st,2459860.326607,Tautenburg,6685.0,10913,10,11.1,st,Song Thrush/Singdrossel,
2459860.326796_Tautenburg___7068-10289kHz___10-11s___st,2459860.326796,Tautenburg,7068.0,10289,10,11.0,st,Song Thrush/Singdrossel,
2459860.327096_Tautenburg___7752-11517kHz___10-11s___st,2459860.327096,Tautenburg,7752.0,11517,10,11.0,st,Song Thrush/Singdrossel,
2459860.344836_Tautenburg___6947-10128kHz___10-10.7s___st,2459860.344836,Tautenburg,6947.0,10128,10,10.7,st,Song Thrush/Singdrossel,
2459860.362308_Tautenburg___6987-10430kHz___10-10.8s___st,2459860.362308,Tautenburg,6987.0,10430,10,10.8,st,Song Thrush/Singdrossel,
2459860.362931_Tautenburg___7128-11417kHz___10-11.2s___st,2459860.362931,Tautenburg,7128.0,11417,10,11.2,st,Song Thrush/Singdrossel,
2459860.362945_Tautenburg___6604-11174kHz___10-10.8s___st,2459860.362945,Tautenburg,6604.0,11174,10,10.8,st,Song Thrush/Singdrossel,
2459860.362984_Tautenburg___6222-10833kHz___10-11.2s___st,2459860.362984,Tautenburg,6222.0,10833,10,11.2,st,Song Thrush/Singdrossel,
2459860.426784_Tautenburg___6604-9866kHz___10-11s___st,2459860.426784,Tautenburg,6604.0,9866,10,11.0,st,Song Thrush/Singdrossel,
2459860.442974_Tautenburg___6080-9906kHz___10-10.9s___st,2459860.442974,Tautenburg,6080.0,9906,10,10.9,st,Song Thrush/Singdrossel,
